date,position,track_id,track_name,artist,streams
2020-07-01,1,3vAn0qZzdyuHamcrpkfiX3,How You Like That,BLACKPINK,395894
2020-07-01,2,4nd9cEo5R4jGNcgPHDm7Ar,Marikit,Juan Caoile,261358
2020-07-01,3,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Jawsh 685,219311
2020-07-01,4,4kS01K2URu522IomkGOFHl,Beautiful Scars,Maximillian,194525
2020-07-01,5,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,162974
2020-07-01,6,3R6Hl2e7hAyCfofRRToKAo,Malayo Ka Man,Jr Crown,153865
2020-07-01,7,47UUjZbqZjcrzELnFBB1Ht,Teka Lang,Emman,151011
2020-07-01,8,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Justin Bieber,147132
2020-07-01,9,1pi3VCMlGVaXvrjlVOkBPN,KLWKN,Music Hero,136073
2020-07-01,10,4ja2gzrNh9VNigzoXfmbwD,Mariposa,Peach Tree Rascals,135721
2020-07-01,11,6r7sdXUiKjgEx3I8GQRpSq,Chinita Girl,Lil Vinceyy,134801
2020-07-01,12,65sEZZaxTjLMD8vNgPoMz5,Imahe,Magnus Haven,133158
2020-07-01,13,4nK5YrxbMGZstTLbvj6Gxw,Supalonely,BENEE,131028
2020-07-01,14,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Lady Gaga,130128
2020-07-01,15,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,127298
2020-07-01,16,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,124460
2020-07-01,17,13pv5UWJttg8NNplCaaOYh,Binibini,Matthaios,114540
2020-07-01,18,62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),Surf Mesa,114386
2020-07-01,19,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,112447
2020-07-01,20,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,111706
2020-07-01,21,1IWNylpZ477gIVUDpJL66u,Sour Candy (with BLACKPINK),Lady Gaga,109051
2020-07-01,22,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),DaBaby,107169
2020-07-01,23,5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),Megan Thee Stallion,104754
2020-07-01,24,3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,Ben&Ben,104324
2020-07-01,25,3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,Ben&Ben,99352
2020-07-01,26,466cKvZn1j45IpxDdYZqdA,Toosie Slide,Drake,96818
2020-07-01,27,1x7DysraeqSgVgj95hHc3U,Araw-Araw Love,Flow G,96393
2020-07-01,28,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,94036
2020-07-01,29,0dZpw3h6KZhcHec61qwevZ,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,93211
2020-07-01,30,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,91598
2020-07-01,31,2ccNaerby1wXA993dY6XsR,if this is the last time,LANY,90193
2020-07-01,32,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,88398
2020-07-01,33,4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),Doja Cat,88144
2020-07-01,34,0G5qmu4TsdUH19zdcbI9Ui,Vibe With Me,Matthaios,87607
2020-07-01,35,3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,86800
2020-07-01,36,2bAAj29XGc4h1G4oEGYCmg,MORE & MORE,TWICE,86583
2020-07-01,37,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,85622
2020-07-01,38,1sgDyuLooyvEML4oHspNza,Lose Somebody,Kygo,85269
2020-07-01,39,1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,Tones And I,83936
2020-07-01,40,3c7peg169veVaJRzlbCaKw,good guys,LANY,83909
2020-07-01,41,5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,PUBLIC,82319
2020-07-01,42,1x8pFCRfBnDqckyB6mlZci,Titig,MC Einstein,79503
2020-07-01,43,3CYH422oy1cZNoo0GTG1TK,Psycho,Red Velvet,78426
2020-07-01,44,3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,78370
2020-07-01,45,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,JP Saxe,77867
2020-07-01,46,2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,77518
2020-07-01,47,1yDiru08Q6omDOGkZMPnei,Maybe The Night,Ben&Ben,77328
2020-07-01,48,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,76451
2020-07-01,49,5l9g7py8RCblcvbZgGQgSd,Pagtingin,Ben&Ben,76055
2020-07-01,50,2Mo4pOpCYXOu33856sMQLh,Make It With You,Ben&Ben,69480
2020-07-01,51,0UwQTbq7ZtBJ7v530mpaxP,Stay Gold,BTS,67482
2020-07-01,52,3KKUf8F2hktFscLgbH4YwR,no song without you,HONNE,59260
2020-07-01,53,1X4l4i472kW5ofFP8Xo0x0,Sana,I Belong to the Zoo,57876
2020-07-01,54,2YreeV0asmC6tgM4IH2g5F,Pangga,Matthaios,57684
2020-07-01,55,4uqh9bualXNHXXwO2wPorc,Daisies,Katy Perry,56559
2020-07-01,56,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,56322
2020-07-01,57,6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,The Juans,54972
2020-07-01,58,63qA4ydokzNOFpsaNlsYsC,Higa,Arthur Nery,54747
2020-07-01,59,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,53384
2020-07-01,60,3OpGUlDmRUXh0NkIYWoIlD,Your Song,Parokya Ni Edgar,52395
2020-07-01,61,4pUCKHjJ4Ijewc37rRrvHn,Kill This Love,BLACKPINK,52231
2020-07-01,62,6wdCelHrPh7UfliNjwRTUv,Leaves,Ben&Ben,52150
2020-07-01,63,4rG3h1QwgjSSWz8EIjCFrm,Araw-Araw,Ben&Ben,51874
2020-07-01,64,74jVIbukOhR0Am7YXKiJMM,Nakikinig Ka Ba Sa Akin,Ben&Ben,51780
2020-07-01,65,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,December Avenue,51659
