date,position,track_id,track_name,artist,streams
2020-01-01,1,4YMfE4r1JWADFw2Fn74XW2,Catriona,Matthaios,284532
2020-01-01,2,2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,222136
2020-01-01,3,696DnlkuDOXcMAnKlTgXXK,ROXANNE,Arizona Zervas,204600
2020-01-01,4,65sEZZaxTjLMD8vNgPoMz5,Imahe,Magnus Haven,180899
2020-01-01,5,5l9g7py8RCblcvbZgGQgSd,Pagtingin,Ben&Ben,166835
2020-01-01,6,0BaMZMMEG7GWrUYsoGw8Yg,Neneng B,Nik Makino,150208
2020-01-01,7,2tR5liucorXRwduxr0qEx6,Binalewala - Original Version,Michael Dutchi Libranda,144003
2020-01-01,8,6IdEQ3HUseBeRUYFSzSMdL,Zebbiana,Skusta Clee,142027
2020-01-01,9,3GRSqlALWISqLeNncZMbpX,Mean It,Lauv,141667
2020-01-01,10,4T7CM071eEoHudiDShZlCJ,Tala,Sarah Geronimo,136575
2020-01-01,11,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,135601
2020-01-01,12,2Mo4pOpCYXOu33856sMQLh,Make It With You,Ben&Ben,130668
2020-01-01,13,6LcauUZjF1eXQrgqMUecHX,Ayy Macarena,Tyga,127604
2020-01-01,14,6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,124945
2020-01-01,15,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,121422
2020-01-01,16,6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,The Juans,120979
2020-01-01,17,3CYH422oy1cZNoo0GTG1TK,Psycho,Red Velvet,117011
2020-01-01,18,0luyrm1L6gjtoLekHOf67t,Masyado Pang Maaga,Ben&Ben,108328
2020-01-01,19,34ob61cxp34Sf7KHK6RnSU,Sa Susunod Na Lang,PDL,106063
2020-01-01,20,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,101940
2020-01-01,21,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),Ed Sheeran,101066
2020-01-01,22,18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,95937
2020-01-01,23,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,94664
2020-01-01,24,24ngpWhBOxKJtIPnzSNX8c,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,93295
2020-01-01,25,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,91889
2020-01-01,26,0gDRtumoR9ZrvAlnniToMz,Ikaw At Ako,Moira Dela Torre,85749
2020-01-01,27,1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Selena Gomez,84086
2020-01-01,28,3xaugmCyXrVkrDTXbFkMW3,Sanctuary,Joji,82303
2020-01-01,29,1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,Tones And I,82267
2020-01-01,30,4a6q8CR2hzLk2plDkSxkfD,I.F.L.Y.,Bazzi,82206
2020-01-01,31,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,December Avenue,81907
