date,position,track_id,track_name,artist,streams
2019-03-01,1,5V2AX2WTOHl2FKtftvisV6,Kahit Ayaw Mo Na,This Band,277410
2019-03-01,2,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,December Avenue,265501
2019-03-01,3,5f9808hpiCpuNyqqdXmpF2,Buwan,juan karlos,248332
2019-03-01,4,1X4l4i472kW5ofFP8Xo0x0,Sana,I Belong to the Zoo,237857
2019-03-01,5,2tzAN1L07SNwnOdgOEeuQr,Pauwi Nako,PDL,235418
2019-03-01,6,50hVyhZM4nvizfrQe38F3l,Hindi Na Nga,This Band,191422
2019-03-01,7,00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,December Avenue,184689
2019-03-01,8,3id2EVGKc3eFAMn9nFnB0r,Love Someone,Lukas Graham,172198
2019-03-01,9,1yDiru08Q6omDOGkZMPnei,Maybe The Night,Ben&Ben,168427
2019-03-01,10,6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,168120
2019-03-01,11,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,167324
2019-03-01,12,0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,LANY,159453
2019-03-01,13,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,159002
2019-03-01,14,4OBZT9EnhYIV17t4pGw7ig,Best Part (feat. Daniel Caesar),H.E.R.,151481
2019-03-01,15,5nMKJJ5Rl6X1yn58aVeICO,Bulong,December Avenue,147291
2019-03-01,16,0Fh6hgq979963fIxr2VBF2,"214 - From ""Alone/Together""",JM De Guzman,146009
2019-03-01,17,7dbka99KTWke5o9hRp0JoB,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,144634
2019-03-01,18,6GIzDc4xBUeYHwubWwTrhC,Kahit Di Mo Alam,December Avenue,142070
2019-03-01,19,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,140514
2019-03-01,20,5NXdUJ3Z2jhlp2u1cj6f7m,Balang Araw,I Belong to the Zoo,136620
2019-03-01,21,0gDRtumoR9ZrvAlnniToMz,Ikaw At Ako,Moira Dela Torre,134051
2019-03-01,22,5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,128786
2019-03-01,23,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",Ariana Grande,119246
2019-03-01,24,0rTV5WefWd1J3OwIheTzxM,Talk,Khalid,118570
