date,position,track_id,track_name,artist,streams
2019-04-01,1,2tzAN1L07SNwnOdgOEeuQr,Pauwi Nako,PDL,269273
2019-04-01,2,5V2AX2WTOHl2FKtftvisV6,Kahit Ayaw Mo Na,This Band,238287
2019-04-01,3,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,226379
2019-04-01,4,5f9808hpiCpuNyqqdXmpF2,Buwan,juan karlos,213255
2019-04-01,5,1X4l4i472kW5ofFP8Xo0x0,Sana,I Belong to the Zoo,202944
2019-04-01,6,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,December Avenue,188007
2019-04-01,7,50hVyhZM4nvizfrQe38F3l,Hindi Na Nga,This Band,169598
2019-04-01,8,4ve2uzqdwnHr20G5YgMMqr,Missin You Crazy,Russ,153924
2019-04-01,9,1yDiru08Q6omDOGkZMPnei,Maybe The Night,Ben&Ben,153593
2019-04-01,10,7COXchtUOMd6uIT6HvmRaI,i'm so tired...,Lauv,152761
2019-04-01,11,00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,December Avenue,150448
2019-04-01,12,5nMKJJ5Rl6X1yn58aVeICO,Bulong,December Avenue,147874
2019-04-01,13,5NXdUJ3Z2jhlp2u1cj6f7m,Balang Araw,I Belong to the Zoo,142282
2019-04-01,14,4OBZT9EnhYIV17t4pGw7ig,Best Part (feat. Daniel Caesar),H.E.R.,140739
2019-04-01,15,3id2EVGKc3eFAMn9nFnB0r,Love Someone,Lukas Graham,133287
2019-04-01,16,0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,LANY,126601
2019-04-01,17,6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,124495
2019-04-01,18,0rTV5WefWd1J3OwIheTzxM,Talk,Khalid,123850
2019-04-01,19,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,123548
2019-04-01,20,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,123320
2019-04-01,21,4y3OI86AEP6PQoDE6olYhO,Sucker,Jonas Brothers,117007
2019-04-01,22,6GIzDc4xBUeYHwubWwTrhC,Kahit Di Mo Alam,December Avenue,113329
2019-04-01,23,0Fh6hgq979963fIxr2VBF2,"214 - From ""Alone/Together""",JM De Guzman,111214
2019-04-01,24,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,111151
2019-04-01,25,0gDRtumoR9ZrvAlnniToMz,Ikaw At Ako,Moira Dela Torre,105222
2019-04-01,26,2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,103233
2019-04-01,27,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",Ariana Grande,99286
2019-04-01,28,5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,97875
2019-04-01,29,2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,96171
2019-04-01,30,2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,95298
2019-04-01,31,5S4T2Pdr8qhetF3UhkwuMj,'Di Na Babalik,This Band,94967
