date,position,track_id,track_name,artist,streams
2019-09-01,1,6IdEQ3HUseBeRUYFSzSMdL,Zebbiana,Skusta Clee,267548
2019-09-01,2,6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes,259828
2019-09-01,3,1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,240408
2019-09-01,4,0gDRtumoR9ZrvAlnniToMz,Ikaw At Ako,Moira Dela Torre,236726
2019-09-01,5,5l9g7py8RCblcvbZgGQgSd,Pagtingin,Ben&Ben,190049
2019-09-01,6,34ob61cxp34Sf7KHK6RnSU,Sa Susunod Na Lang,PDL,173951
2019-09-01,7,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),Ed Sheeran,172728
2019-09-01,8,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,December Avenue,172336
2019-09-01,9,1X4l4i472kW5ofFP8Xo0x0,Sana,I Belong to the Zoo,156347
2019-09-01,10,18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,153425
2019-09-01,11,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,150242
2019-09-01,12,6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,141545
2019-09-01,13,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,138655
2019-09-01,14,1yDiru08Q6omDOGkZMPnei,Maybe The Night,Ben&Ben,132927
2019-09-01,15,6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),Post Malone,127836
2019-09-01,16,2RgD3eO4IIGF16rR8Ch8OV,Hindi Na Nga,This Band,124801
2019-09-01,17,6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,124399
2019-09-01,18,24ngpWhBOxKJtIPnzSNX8c,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,123546
2019-09-01,19,4a6q8CR2hzLk2plDkSxkfD,I.F.L.Y.,Bazzi,120144
2019-09-01,20,1pNAf6W7POwjOD8x8mWf8G,Nobody Knows,Russ,116377
2019-09-01,21,322tcqPhma7F6hfCeLisx0,"fuck, i'm lonely",Lauv,112890
2019-09-01,22,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,112781
2019-09-01,23,7hoP5NDUXEbmOawvEAsi8h,'Di Na Babalik,This Band,112292
2019-09-01,24,6BxJLJw228OY5BFerPGl7z,Dahan,December Avenue,111785
2019-09-01,25,2mwd0LWLBgtQBEOLG96nbU,Bagay Tayo,ALLMO$T,110846
2019-09-01,26,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,107385
2019-09-01,27,3RauEVgRgj1IuWdJ9fDs70,The Man,Taylor Swift,106262
2019-09-01,28,3xaugmCyXrVkrDTXbFkMW3,Sanctuary,Joji,105208
2019-09-01,29,6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),Khalid,98983
2019-09-01,30,14BG5B1EJSCyNpZt096xXc,"Patawad, Paalam",Moira Dela Torre,98895
2019-09-01,31,0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),Ariana Grande,98715
2019-09-01,32,5NXdUJ3Z2jhlp2u1cj6f7m,Balang Araw,I Belong to the Zoo,97504
2019-09-01,33,2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,Lil Nas X,93060
2019-09-01,34,3iZB3VUDerY5P96rhBKwKr,Dalaga,Arvey,91652
2019-09-01,35,07JZJ9YJRaiUAz9Bv8wgwH,Mabagal,Daniel Padilla,88599
2019-09-01,36,5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,86606
2019-09-01,37,3EludUFeAoJAwSixWGG5Wg,Wrong,Luh Kel,86557
2019-09-01,38,00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,December Avenue,84905
2019-09-01,39,2Rk4JlNc2TPmZe2af99d45,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,82832
2019-09-01,40,3id2EVGKc3eFAMn9nFnB0r,Love Someone,Lukas Graham,82109
2019-09-01,41,43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,81046
2019-09-01,42,4ve2uzqdwnHr20G5YgMMqr,Missin You Crazy,Russ,78827
2019-09-01,43,12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,Taylor Swift,76785
2019-09-01,44,1iWHabUgUuuKLBa0TzTHfk,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,75877
2019-09-01,45,6jZBYN0CFwshqb6i3m4HOL,Rawstarr 'Til I Die,Psychedelic Boyz,73364
2019-09-01,46,3vGkyQlCw8LklNip0ZUELC,Nobela,Join The Club,72696
2019-09-01,47,7COXchtUOMd6uIT6HvmRaI,i'm so tired...,Lauv,72215
2019-09-01,48,5nMKJJ5Rl6X1yn58aVeICO,Bulong,December Avenue,71701
2019-09-01,49,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,70073
