date,position,track_id,track_name,artist,streams
2018-10-01,1,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,December Avenue,256493
2018-10-01,2,1yDiru08Q6omDOGkZMPnei,Maybe The Night,Ben&Ben,230413
2018-10-01,3,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,187440
2018-10-01,4,00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,December Avenue,186195
2018-10-01,5,4gB61mP4tNChn4LgfquMhi,Thru These Tears,LANY,150948
2018-10-01,6,2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,148895
2018-10-01,7,4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),Bazzi,145160
2018-10-01,8,4u8RkgV6P4TLi89SmlUtv8,Mundo,IV Of Spades,140876
2018-10-01,9,1X4l4i472kW5ofFP8Xo0x0,Sana,I Belong to the Zoo,136091
2018-10-01,10,3VQb0rq27GPX92X53Ni1Lc,'Di Na Muli,Janine Teñoso,132541
2018-10-01,11,2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,119526
2018-10-01,12,7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B),Maroon 5,116499
2018-10-01,13,0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),benny blanco,116091
2018-10-01,14,2JqnpexlO9dmvjUMCaLCLJ,Love Someone,Lukas Graham,106484
2018-10-01,15,5WvAo7DNuPRmk4APhdPzi8,No Brainer,DJ Khaled,103668
2018-10-01,16,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,100524
2018-10-01,17,1NEV2pt7AJSHWadhfCZ48t,I Don't Wanna Love You Anymore,LANY,100279
2018-10-01,18,3EPXxR3ImUwfayaurPi3cm,Be Alright,Dean Lewis,97062
2018-10-01,19,4T3fNx3CgwDRRYgmFCbD4J,Better,Khalid,95903
2018-10-01,20,7aW2GrNlteWTwQZxX6LNjT,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""",Moira Dela Torre,94565
2018-10-01,21,0ztDBQdQmdVZvorSmIjMih,Tagpuan,Moira Dela Torre,94200
2018-10-01,22,4zRZAmBQP8vhNPf9i9opXt,8 Letters,Why Don't We,93626
2018-10-01,23,2Gh039ZAfydrM5IjiGlvEj,Akala,Marione,91034
2018-10-01,24,76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,89343
2018-10-01,25,5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,86290
2018-10-01,26,0GHwNr0lqf8jpc9wesmnHo,Ex,Callalily,84857
2018-10-01,27,7qIICzwgm3eu1Ic3ufPGJf,Thick And Thin,LANY,77903
2018-10-01,28,69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,Calum Scott,76833
2018-10-01,29,15kQGEy89K8deJcZVFEn0N,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,76643
2018-10-01,30,5eFzCfsj3d0yWumdEldZwL,Midnight Sky,Unique Salonga,73964
2018-10-01,31,5OCJzvD7sykQEKHH7qAC3C,God is a woman,Ariana Grande,70379
2018-10-01,32,4OafepJy2teCjYJbvFE60J,breathin,Ariana Grande,69533
2018-10-01,33,09IStsImFySgyp0pIQdqAc,The Middle,Zedd,69262
2018-10-01,34,2wTxJWt2gA9a1Z94dTnPiI,Oks Lang,John Roa,66932
2018-10-01,35,3u1S1OmAUhx5DRlLrXqyp3,Rise,Jonas Blue,66052
2018-10-01,36,0WOvSEVpUGkNufX0w0M06F,13,LANY,64880
2018-10-01,37,0Vmk6Ebk4QBq7r0VAz2a6s,Bakit Ba Ikaw,Michael Pangilinan,64753
2018-10-01,38,6wdCelHrPh7UfliNjwRTUv,Leaves,Ben&Ben,64521
2018-10-01,39,5nMKJJ5Rl6X1yn58aVeICO,Bulong,December Avenue,64103
