date,position,track_id,track_name,artist,streams
2020-02-01,1,4YMfE4r1JWADFw2Fn74XW2,Catriona,Matthaios,272113
2020-02-01,2,2Mo4pOpCYXOu33856sMQLh,Make It With You,Ben&Ben,265661
2020-02-01,3,41L3O37CECZt3N7ziG2z7l,Yummy,Justin Bieber,259108
2020-02-01,4,65sEZZaxTjLMD8vNgPoMz5,Imahe,Magnus Haven,253108
2020-02-01,5,2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,224206
2020-02-01,6,5l9g7py8RCblcvbZgGQgSd,Pagtingin,Ben&Ben,216591
2020-02-01,7,696DnlkuDOXcMAnKlTgXXK,ROXANNE,Arizona Zervas,197711
2020-02-01,8,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,190337
2020-02-01,9,0G5qmu4TsdUH19zdcbI9Ui,Vibe With Me,Matthaios,172702
2020-02-01,10,6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,The Juans,170912
2020-02-01,11,5jLUKFlEJzOf6b6PCaohFI,I Want You Back,Matthaios,167698
2020-02-01,12,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,165617
2020-02-01,13,6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,162146
2020-02-01,14,2uiOyiRxtNix52dpeaDQPM,Mean It,Lauv,161058
2020-02-01,15,0luyrm1L6gjtoLekHOf67t,Masyado Pang Maaga,Ben&Ben,154383
2020-02-01,16,2tR5liucorXRwduxr0qEx6,Binalewala - Original Version,Michael Dutchi Libranda,142310
2020-02-01,17,6IdEQ3HUseBeRUYFSzSMdL,Zebbiana,Skusta Clee,142191
2020-02-01,18,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,136432
2020-02-01,19,4T7CM071eEoHudiDShZlCJ,Tala,Sarah Geronimo,134296
2020-02-01,20,5bSvsXRBUjGe8pGScU0hPz,Ivana,Soulstice,132806
2020-02-01,21,34ob61cxp34Sf7KHK6RnSU,Sa Susunod Na Lang,PDL,131226
2020-02-01,22,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,130098
