track_id,track_name,artist_id,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,5cj0lLjcoR7YOSnhnX0Po5,spotify:album:4pmyFpGicLLIgNPc1TQXKc,134239,2020-01-23,90,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989
2WweTKhQ0GaXlyXOzj4NE2,Huwag Ka Sanang Magagalit,30mZI7Hw2MhoarTVYxfyZM,spotify:album:0K721sVPuc3fvLdkrhWEKP,294880,2020-03-27,50,0.517,0.516,1,-8.681,1,0.0286,0.59,0.0389,0.141,0.241,79.979
4wJ5SjIkViEQEu95U8oyLt,Mabagal,5yVM85m9yNcHO6o0vaaVxW,spotify:album:64cjwPaR72rW2Wzm9uWE3c,226727,2020-03-27,49,0.356,0.339,5,-10.893,0,0.0369,0.508,3.28e-06,0.355,0.287,74.975
353IDEfNzPJmGNRnOi5kJ1,Wildflower,5Rl15oVamLq7FbSb0NNBNy,spotify:album:0vX2Jo5xhltAA7kVdW2hwO,220536,2020-03-27,78,0.643,0.768,6,-4.316,1,0.0455,0.174,0.0,0.469,0.597,108.992
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),1lmU3giNF3CSbkVSQmLpHQ,spotify:album:4MHHajvRTUHItDsvfdIC8B,176546,2019-11-26,84,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05
3fEoJxnPpfIHwFHKiFtqbA,Break Up Song,3e7awlrlDSwF3iM0WBjGMp,spotify:album:0JFTISfgRQyeH5kSAFPgtq,200299,2020-03-27,78,0.626,0.749,5,-5.406,1,0.0443,0.00515,0.0,0.215,0.6,90.033
1EEsKj8lQKZwaFXJ5GFsdk,War,4DAcJXcjX0zlQAZAPAx4Zb,spotify:album:7xCcuTA3abKwxj8HwgxP7R,228004,2019-05-12,60,0.652,0.266,7,-11.453,1,0.0264,0.874,0.00523,0.0974,0.28,92.993
2alc8VZAzDgdAsL2QMk3hu,Skechers,3O5HD95HTEPgoPFOjAb7yV,spotify:album:4a50hfH6HJQywmghPYnRRW,106000,2020-01-12,81,0.903,0.327,1,-9.727,1,0.0876,0.26,0.011,0.108,0.274,100.008
3frUvGrmGcay91lvFbOgsN,Like It Is,23fqKkggKUBHNkbKtXEls4,spotify:album:0lWWqdcdtFgSd1j06F9JZC,183067,2020-03-27,85,0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,3TVXtAsR1Inumwj472S9r4,spotify:album:3xIwVbGJuAcovYIhzbLO3J,247058,2020-04-03,90,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618
3lWzVNe1yFZlkeBBzUuZYu,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,2TJHmhbmT7L3gw2NKyDTHh,spotify:album:05Ng00IfiS6xeyQX8WtjHU,139844,2018-04-20,75,0.46,0.564,9,-10.329,0,0.0343,0.538,0.0,0.191,0.962,135.178
13iMiwdY7pgE1f7NwYKr1D,Renee's Song,4GvEc3ANtPPjt1ZJllr5Zl,spotify:album:0WuZ8xp4MRsvNfYeN0M33G,130545,2020-04-01,71,0.593,0.229,9,-8.888,1,0.0307,0.794,0.0,0.167,0.42,117.823
