track_id,track_name,artist_id,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2kJu14V7hbZw3I4K8L8SXb,Stupid Love,1HY2Jd0NmPuamShAr6KMms,spotify:album:2HDW1EX8IBI3jqobswAfrZ,193530,2020-02-28,90,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973
4MdcsdRj7i8eBm0qFjO4L4,Feel Me,0C8ZW7ezQVs4URX5aX7Kqx,spotify:album:05b4SazhZ2bZFxV5fWi54E,226002,2020-01-10,67,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989
463PQggkmk5tTw8ug0ahOX,The Other Side (from Trolls World Tour),7tYKF4w9nC0nq9CsPZTHyP,spotify:album:50ZTMRi6Biq1i1pWbcaKaJ,188186,2020-02-26,83,0.761,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.71,105.979
1x8pFCRfBnDqckyB6mlZci,Titig,7dxr6AabRWhsfYRyVJlErK,spotify:album:4tk561oaKN5jhKhu8XuP1W,259114,2019-12-15,63,0.797,0.447,8,-8.452,1,0.28,0.146,0.0,0.0877,0.645,79.003
2qG81jL9UIP54uS8gYyP4k,Who (feat. BTS),5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,180413,2020-03-06,83,0.632,0.345,11,-8.0,0,0.0349,0.551,0.0,0.104,0.0818,141.641
2lgz3yy1AyoceOVOOBmiOS,Stickwitu,6wPhSqRtPu1UhRCDX5yaDJ,spotify:album:53zV9rZ5yfWgigsmuJtYpG,207506,2005-01-01,69,0.548,0.554,9,-6.408,1,0.0587,0.283,0.0,0.0708,0.382,79.918
6NfrH0ANGmgBXyxgV2PeXt,La Difícil,4q3ewBCX7sLwd24euuV69X,spotify:album:5lJqux7orBlA1QzyiBGti1,163084,2020-02-28,94,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87
2IHLaN6wwYKQ3S24NsQqpA,I Love Me,6S2OmqARrzebs0tKUEyXyp,spotify:album:3VKVZ7PvA64NtVJChPGDaH,203672,2020-03-06,86,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093
1ShHhJlzaLuoZbJ3aP4z0m,Invisible Things,5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,197306,2020-03-06,79,0.733,0.552,7,-7.404,1,0.0993,0.0833,7.59e-06,0.141,0.279,125.311
5RsKelNxucrDxgMbZ3vd3W,Young & Alive,4GvEc3ANtPPjt1ZJllr5Zl,spotify:album:4UoEi8sYhfBkFEkvZDfb74,160465,2020-03-05,82,0.716,0.563,3,-5.486,1,0.0425,0.326,0.0,0.119,0.495,86.005
2ajzBr7vwHTEBeqDzcsNRC,That Way - Bonus Track,4O15NlyKLIASxsJ0PrXPfz,spotify:album:7IyoGB8J31fvQDwGtHAq9m,212354,2020-03-06,80,0.712,0.599,7,-5.368,0,0.0388,0.0554,0.0,0.154,0.503,130.007
4wJKGMBKvoyYhGo7bXVfTd,WANNABE,2KC9Qb60EaY0kW4eH68vr3,spotify:album:0YOshexRT4tVrbtidzSL3G,191242,2020-03-09,61,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035
3uc8AGNL0KbvISIrjnfRvN,Mean It,5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,232853,2020-03-06,81,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998
1Srt81FTalOhRw7t7l8Yh8,Tattoos Together,5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,186613,2020-03-06,79,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49e-06,0.123,0.596,122.963
6tCssnvTUREcperDOUTqvA,WANNABE,2KC9Qb60EaY0kW4eH68vr3,spotify:album:2gertXS08whDTzBWfmewPO,191242,2020-03-09,85,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035
1eyek0KJEh2v5HQ9uQSybb,Modern Loneliness,5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,252337,2020-03-06,80,0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,0.143,82.008
09PGubKAMryhOWv1LHpCYz,"fuck, i'm lonely (with Anne-Marie)",5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,198973,2020-03-06,82,0.81,0.547,9,-7.304,1,0.0616,0.46,0.0,0.0543,0.717,94.993
0s26En1JoJhVj32vizElpA,Feelings,5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,189906,2020-03-06,79,0.701,0.392,9,-8.911,1,0.033,0.0578,0.0,0.0802,0.245,103.043
4vjpLMyL3ZO6aphdYr8XYw,i'm so tired...,5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,162586,2020-03-06,82,0.585,0.736,11,-7.572,1,0.227,0.179,0.0,0.238,0.483,102.314
7cDpMO5wuWgvv3j4INRBeB,Changes,5JZ7CnR6gTvEMKX4g70Amv,spotify:album:6EgJXcGqaUvgZIF9bqPXfP,160186,2020-03-06,74,0.532,0.455,2,-8.366,1,0.156,0.452,0.0,0.237,0.204,148.182
4nK5YrxbMGZstTLbvj6Gxw,Supalonely,0Cp8WN4V8Tu4QJQwCN5Md4,spotify:album:3ZJSoxsPMkNC9eb6gUn0Q8,223480,2019-11-15,93,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
5w4faQsr8wjIBBRDrZ6Udw,Patawad,0rZRTXEmmPmx6gt92tBqIc,spotify:album:3cXSfZKP4p0NTxup7ZY8fU,277480,2020-02-07,59,0.417,0.21,6,-9.4,1,0.033,0.412,0.0,0.104,0.144,127.009
39EXZNMxb4RBHlRjnRaOKp,Sweet Night,3JsHnjpbhX4SnySpvpa9DK,spotify:album:1q3j12Y1sp2eqqffSnyA93,214258,2020-03-13,80,0.462,0.339,3,-7.943,1,0.025,0.495,8.15e-06,0.0893,0.149,92.104
2sGF7DBXvL2GjkbG606m1G,No Judgement,1Hsdzj7Dlq2I7tHP7501T4,spotify:album:5gdoRB1AUsGnScCuZ8gmPp,176283,2020-03-13,73,0.723,0.726,1,-3.835,0,0.0472,0.0564,0.000126,0.057,0.962,100.051
7tQ2P3dP76bj1aSEfe8StO,Dantay,6gcteR920pLEynlHzjSRYd,spotify:album:02qNpe3vtTVHzGytclgmWe,292414,2020-02-14,61,0.386,0.36,2,-16.437,1,0.315,0.812,0.00195,0.0936,0.141,71.576
4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),5cj0lLjcoR7YOSnhnX0Po5,spotify:album:1MmVkhiwTH0BkNOU3nw5d3,163173,2019-11-07,87,0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043
0iw0EuzmMKMYvZuQYW8DBA,Beautiful Scars,2Q9c6ETFOkDDTy53U7DIgr,spotify:album:7BlA5zKQZfCcyUIe7lfdSs,194757,2019-02-22,68,0.7,0.457,7,-8.667,1,0.0621,0.369,0.0,0.106,0.433,144.905
23jEeXRyrjFbfs2Q8tBwdI,Physical (feat. Hwa Sa),6M2wZ9GZgrQXHCFfjv46we,spotify:album:6apIJi4hf7U6cBOFwIqq1b,193696,2020-01-28,68,0.661,0.873,0,-3.333,1,0.0482,0.0288,0.00164,0.136,0.687,146.943
5Mw9bXG1dLNhbjofkVS2oR,Oceans (Where Feet May Fail),74cb3MG0x0BOnYNW1uXYnM,spotify:album:3A24aBx6jZCAgovIbZUubC,535962,2013-02-26,70,0.262,0.361,2,-10.187,1,0.0333,0.508,0.00268,0.108,0.056,126.784
0kPmcPPkjoyfLhUwHLWrk0,Blinding Lights,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:03NCvBIGqzLPhLoi4pDb3L,200040,2020-03-20,66,0.515,0.731,1,-5.934,1,0.0592,0.00146,9.59e-05,0.0897,0.336,171.004
2p8IUWQDrpjuFltbdgLOag,After Hours,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,361026,2020-03-20,85,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,237520,2020-03-20,91,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
6b5P51m8xx2XA6U7sdNZ5E,Alone Again,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,250053,2020-03-20,84,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375
6kWxIqQDsKFYCJGbU4AjCX,Hardest To Love,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,211400,2020-03-20,85,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957
4BGZF4oLbTL0pWm7C18pbv,Scared To Live,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,191306,2020-03-20,84,0.504,0.498,0,-8.24,1,0.0499,0.131,0.0,0.0929,0.196,87.221
2K9Ovn1o2bTGqbsABGC6m3,Too Late,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,239973,2020-03-20,84,0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077
6bnF93Rx87YqUBLSgjiMU8,Heartless,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,198266,2020-03-20,84,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062
3WlbeuhfRSqU7ylK2Ui5U7,Snowchild,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,247186,2020-03-20,83,0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062
1sOW4PuG5X3Ie3EXUhAopJ,Escape From LA,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,355960,2020-03-20,83,0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74
5QO79kh1waicV47BqGRL3g,Save Your Tears,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,215626,2020-03-20,85,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051
3orEOtd8CPL8GFlpRpKuoE,Faith,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,283226,2020-03-20,83,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj,200040,2020-03-20,90,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
4pP5xVUYEZljcmfyYFQXsx,Through The Years - Single Version,4tw2Lmn9tTPUv7Gy7mVPI4,spotify:album:0RlTMOUZMLq2Tmj6K9NgX6,286066,1981-06-15,68,0.587,0.393,0,-11.455,1,0.028,0.225,0.0,0.107,0.271,131.266
