position,track_name,artist,streams,URL,date
1,Shape of You,Ed Sheeran,262704,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-01
2,That's What I Like,Bruno Mars,225372,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-04-01
3,Something Just Like This,The Chainsmokers,188659,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-04-01
4,Versace on the Floor,Bruno Mars,180930,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-04-01
5,Say You Won't Let Go,James Arthur,165343,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-04-01
6,Stay (with Alessia Cara),Zedd,139066,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-04-01
7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,137972,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-04-01
8,Paris,The Chainsmokers,127745,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-04-01
9,"How Far I'll Go - From ""Moana""",Alessia Cara,125947,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-04-01
10,It Ain't Me (with Selena Gomez),Kygo,122059,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-04-01
11,美女と野獣,Ariana Grande,117644,https://open.spotify.com/track/1KT0xdIjm7t053xByACrrg,2017-04-01
12,Closer,The Chainsmokers,109633,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-04-01
13,Starving,Hailee Steinfeld,105013,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-04-01
14,Scared to Be Lonely,Martin Garrix,102235,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2017-04-01
15,Symphony (feat. Zara Larsson),Clean Bandit,101184,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-04-01
16,Touch,Little Mix,94712,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,2017-04-01
17,Fresh Eyes,Andy Grammer,91178,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-04-01
18,Perfect Strangers,Jonas Blue,90268,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017-04-01
19,Cold,Maroon 5,89897,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2017-04-01
20,Call On Me - Ryan Riback Extended Remix,Starley,88128,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-04-01
21,Issues,Julia Michaels,86509,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017-04-01
