position,track_name,artist,streams,URL,date
1,Mundo,IV Of Spades,193713,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8,2018-06-01
2,BBoom BBoom,MOMOLAND,185109,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto,2018-06-01
3,Freaky Friday (feat. Chris Brown),Lil Dicky,179133,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,2018-06-01
4,no tears left to cry,Ariana Grande,168989,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,2018-06-01
5,Nadarang,Shanti Dope,165019,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF,2018-06-01
6,Tagpuan,Moira Dela Torre,160900,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih,2018-06-01
7,The Middle,Zedd,154613,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m,2018-06-01
8,Let Me,ZAYN,133294,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC,2018-06-01
9,One Kiss (with Dua Lipa),Calvin Harris,132935,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2018-06-01
10,Kathang Isip,Ben&Ben,131263,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2018-06-01
11,IDGAF,Dua Lipa,122303,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2018-06-01
12,2002,Anne-Marie,121779,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB,2018-06-01
13,Somebody,The Chainsmokers,121237,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl,2018-06-01
14,FRIENDS,Marshmello,109239,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2018-06-01
15,Playinwitme (feat. Kehlani),KYLE,109182,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr,2018-06-01
16,Rewrite The Stars,Zac Efron,108687,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2018-06-01
17,OTW,Khalid,108193,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,2018-06-01
18,Mau,Shanti Dope,107001,https://open.spotify.com/track/0BkKdJSpKqzYLEneerSHq3,2018-06-01
19,Back To You,Selena Gomez,104130,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9,2018-06-01
20,Better Now,Post Malone,102438,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2018-06-01
21,FAKE LOVE,BTS,98028,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,2018-06-01
22,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,92900,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2018-06-01
23,Psycho (feat. Ty Dolla $ign),Post Malone,91015,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2018-06-01
24,Mine,Bazzi,86526,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,2018-06-01
25,Strawberries & Cigarettes,Troye Sivan,85682,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4,2018-06-01
26,Tagu-Taguan,Moira Dela Torre,84275,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e,2018-06-01
27,Happier,Ed Sheeran,83916,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2018-06-01
28,Youth feat. Khalid,Shawn Mendes,80787,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z,2018-06-01
29,In My Blood,Shawn Mendes,78864,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4,2018-06-01
30,Youngblood,5 Seconds of Summer,76685,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw,2018-06-01
31,13,LANY,74911,https://open.spotify.com/track/3zgs1f6Tj0mn29qTXJuhSY,2018-06-01
32,Flames,David Guetta,73885,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV,2018-06-01
33,Torete,Moira Dela Torre,73622,https://open.spotify.com/track/7mxm4xOU54u1ODM9fS9w2y,2018-06-01
34,Love Lies (with Normani),Khalid,73180,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,2018-06-01
35,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",Darren Espanto,70159,https://open.spotify.com/track/0qt9ivU6UEP3YdNUiZsnYR,2018-06-01
36,Say You Won't Let Go,James Arthur,69748,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-06-01
37,Chasing Fire,Lauv,69739,https://open.spotify.com/track/2zXRAZvUb2B5PzJGwCtFe0,2018-06-01
