position,track_name,artist,streams,URL,date
1,Mundo,IV Of Spades,194877,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8,2018-04-01
2,IDGAF,Dua Lipa,157385,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2018-04-01
3,Rewrite The Stars,Zac Efron,145929,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2018-04-01
4,The Middle,Zedd,139495,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m,2018-04-01
5,Nadarang,Shanti Dope,136925,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF,2018-04-01
6,Freaky Friday (feat. Chris Brown),Lil Dicky,128612,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,2018-04-01
7,Psycho (feat. Ty Dolla $ign),Post Malone,128177,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF,2018-04-01
8,Mine,Bazzi,122969,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M,2018-04-01
9,Never Be the Same,Camila Cabello,111288,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,2018-04-01
10,FRIENDS,Marshmello,106289,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2018-04-01
11,Capital Letters,Hailee Steinfeld,105970,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO,2018-04-01
12,Love Lies (with Normani),Khalid,101958,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,2018-04-01
13,Tagpuan,Moira Dela Torre,97620,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih,2018-04-01
14,Hayaan Mo Sila,Ex Battalion,96675,https://open.spotify.com/track/7MrDfa1uQGVXx0JMZ2u5tN,2018-04-01
15,Kathang Isip,Ben&Ben,94231,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2018-04-01
16,All The Stars (with SZA),Kendrick Lamar,93969,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,2018-04-01
17,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,92259,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2018-04-01
18,Havana (feat. Young Thug),Camila Cabello,89395,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2018-04-01
19,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,88431,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,2018-04-01
20,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",Darren Espanto,87343,https://open.spotify.com/track/0qt9ivU6UEP3YdNUiZsnYR,2018-04-01
21,Super Far,LANY,84865,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E,2018-04-01
22,Perfect,Ed Sheeran,84841,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2018-04-01
23,Too Good At Goodbyes,Sam Smith,83541,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2018-04-01
24,In My Blood,Shawn Mendes,81056,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K,2018-04-01
25,Call Out My Name,The Weeknd,76947,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,2018-04-01
26,Finesse - Remix; feat. Cardi B,Bruno Mars,75414,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,2018-04-01
27,Torete,Moira Dela Torre,74941,https://open.spotify.com/track/7mxm4xOU54u1ODM9fS9w2y,2018-04-01
28,New Rules,Dua Lipa,72530,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2018-04-01
29,God's Plan,Drake,72436,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,2018-04-01
30,I Like Me Better,Lauv,72335,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2018-04-01
31,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,71218,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq,2018-04-01
32,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,70459,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,2018-04-01
33,Getting Over You,Lauv,69462,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a,2018-04-01
34,Young Dumb & Broke,Khalid,67049,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2018-04-01
35,Delicate,Taylor Swift,65636,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,2018-04-01
36,Wolves,Selena Gomez,64492,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,2018-04-01
37,What Lovers Do (feat. SZA),Maroon 5,63798,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,2018-04-01
38,Paris in the Rain,Lauv,63002,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP,2018-04-01
39,Titibo-Tibo,Moira Dela Torre,62939,https://open.spotify.com/track/7MOX9rPYtyOVUr1sG540xs,2018-04-01
40,Sundo,Moira Dela Torre,62225,https://open.spotify.com/track/4SN0eYjvqBmElFQxP0Inys,2018-04-01
41,This Is Me,Keala Settle,60983,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,2018-04-01
42,Alien,Sabrina Carpenter,59389,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP,2018-04-01
43,Say You Won't Let Go,James Arthur,54479,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-04-01
44,Never Enough,Loren Allred,53671,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,2018-04-01
45,A Million Dreams,Ziv Zaifman,52652,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,2018-04-01
46,I Miss You (feat. Julia Michaels),Clean Bandit,52511,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,2018-04-01
47,Mama,Jonas Blue,50915,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2018-04-01
48,Tadhana,Up Dharma Down,50071,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2018-04-01
49,Don't Know What To Do (Don't Know What To Say),Mark Carpio,48804,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt,2018-04-01
50,River (feat. Ed Sheeran),Eminem,48557,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,2018-04-01
51,Thunder,Imagine Dragons,46752,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn,2018-04-01
52,Di Makatulog,SUD,46697,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI,2018-04-01
53,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,45203,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,2018-04-01
54,Lost In Japan,Shawn Mendes,44952,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX,2018-04-01
55,New,Daya,44720,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK,2018-04-01
56,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,43343,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2018-04-01
57,Let You Down,NF,42312,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-04-01
58,Mau,Shanti Dope,42274,https://open.spotify.com/track/0BkKdJSpKqzYLEneerSHq3,2018-04-01
59,The Greatest Show,Hugh Jackman,42133,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,2018-04-01
60,Hey Barbara,IV Of Spades,40565,https://open.spotify.com/track/5RFHiLHCt7dDgKfCAdD5vj,2018-04-01
61,Like I Do,David Guetta,40296,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ,2018-04-01
62,Ilaw Sa Daan,IV Of Spades,39514,https://open.spotify.com/track/652CegYwXhnFnVz3SgGzTO,2018-04-01
