position,track_name,artist,streams,URL,date
1,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,240040,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,2019-06-01
2,I Don't Care (with Justin Bieber),Ed Sheeran,185792,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,2019-06-01
3,Kill This Love,BLACKPINK,167739,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,2019-06-01
4,comethru,Jeremy Zucker,157191,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-06-01
5,Sana,I Belong to the Zoo,152562,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2019-06-01
6,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,146710,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-06-01
7,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,145766,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,2019-06-01
8,Bagay Tayo,ALLMO$T,144471,https://open.spotify.com/track/2mwd0LWLBgtQBEOLG96nbU,2019-06-01
9,Hindi Na Nga,This Band,142723,https://open.spotify.com/track/2RgD3eO4IIGF16rR8Ch8OV,2019-06-01
10,Kahit Ayaw Mo Na,This Band,138890,https://open.spotify.com/track/58grXgbCj7t5ulr0TGLIr9,2019-06-01
11,Pauwi Nako,PDL,130322,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr,2019-06-01
12,Maybe The Night,Ben&Ben,129795,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2019-06-01
13,Boy With Luv (feat. Halsey),BTS,126033,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019-06-01
14,If I Can't Have You,Shawn Mendes,125261,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,2019-06-01
15,Sa Susunod Na Lang,PDL,124018,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,2019-06-01
16,Talk (feat. Disclosure),Khalid,121597,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-06-01
17,Dalaga,ALLMO$T,117798,https://open.spotify.com/track/3PLARiBoxCpJFUMZhvV63x,2019-06-01
18,Without Me,Halsey,109021,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-06-01
19,Kung 'Di Rin Lang Ikaw,December Avenue,108342,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2019-06-01
20,Bulong,December Avenue,106853,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2019-06-01
21,Love Someone,Lukas Graham,105582,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019-06-01
22,bad guy,Billie Eilish,105367,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-06-01
23,Nobody Knows,Russ,104061,https://open.spotify.com/track/1pNAf6W7POwjOD8x8mWf8G,2019-06-01
24,Balang Araw,I Belong to the Zoo,103845,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m,2019-06-01
25,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,100872,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019-06-01
26,Missin You Crazy,Russ,100596,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr,2019-06-01
27,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,99953,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c,2019-06-01
28,Best Part (feat. Daniel Caesar),H.E.R.,99777,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019-06-01
29,i'm so tired...,Lauv,99139,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-06-01
30,Nobela,Join The Club,97315,https://open.spotify.com/track/3vGkyQlCw8LklNip0ZUELC,2019-06-01
31,Kathang Isip,Ben&Ben,92210,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2019-06-01
32,"A Whole New World - From ""Aladdin""",Darren Espanto,89166,https://open.spotify.com/track/3tWw8jEXsPeZh7zZoidKuh,2019-06-01
33,Dancing With A Stranger (with Normani),Sam Smith,88879,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-06-01
34,Sucker,Jonas Brothers,86785,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-06-01
35,Dahan,December Avenue,83340,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z,2019-06-01
36,Buwan,juan karlos,80458,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2,2019-06-01
37,Paradise,Bazzi,80319,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,2019-06-01
38,Filipina Girl,Billy Crawford,79608,https://open.spotify.com/track/7iNMzfw2couNdTNXMYG2IR,2019-06-01
39,Who Do You Love,The Chainsmokers,73561,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,2019-06-01
40,'Di Na Babalik,This Band,73197,https://open.spotify.com/track/7hoP5NDUXEbmOawvEAsi8h,2019-06-01
41,Never Really Over,Katy Perry,72317,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-06-01
42,Sa Ngalan Ng Pag-Ibig,December Avenue,69051,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2019-06-01
43,"thank u, next",Ariana Grande,67924,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-06-01
44,Pagtingin,Ben&Ben,67412,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2019-06-01
45,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,66494,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,2019-06-01
46,Here With Me,Marshmello,66194,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019-06-01
47,I Like Me Better,Lauv,64752,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-06-01
48,Earth,Lil Dicky,63446,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO,2019-06-01
49,2002,Anne-Marie,61888,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019-06-01
50,Easier,5 Seconds of Summer,61477,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,2019-06-01
51,Undecided,Chris Brown,57901,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,2019-06-01
52,Drugs & The Internet,Lauv,57824,https://open.spotify.com/track/4SHhui9S7lFYGHXikfneGo,2019-06-01
53,okay,LANY,57104,https://open.spotify.com/track/1a0Mg4XPdt4EKsUz5beRZY,2019-06-01
54,Happier,Marshmello,56434,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-06-01
55,On My Way,Alan Walker,52968,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,2019-06-01
56,Ex,Callalily,51082,https://open.spotify.com/track/7bkAr4WNoTuSjpuh1NRQjm,2019-06-01
57,Mundo,IV Of Spades,50968,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8,2019-06-01
58,FANCY,TWICE,48886,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,2019-06-01
59,Kahit Di Mo Alam,December Avenue,48662,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC,2019-06-01
60,Malibu Nights,LANY,47784,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2019-06-01
61,Beautiful (feat. Camila Cabello),Bazzi,47305,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2019-06-01
62,Bakit Ba Ikaw,Michael Pangilinan,46758,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s,2019-06-01
63,Don't Know What To Do,BLACKPINK,46388,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X,2019-06-01
64,'Di Na Muli,Janine Tenoso,46275,https://open.spotify.com/track/6p6DiqAPwMX7vdrSo30wgo,2019-06-01
65,7 rings,Ariana Grande,45510,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-06-01
66,Girls Like You (feat. Cardi B),Maroon 5,45175,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019-06-01
67,Say You Won't Let Go,James Arthur,44695,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019-06-01
68,Kung Wala Ka,Hale,42831,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn,2019-06-01
69,Amatz,Shanti Dope,42442,https://open.spotify.com/track/59aZ0ioyVrmtdut1KfU5aT,2019-06-01
70,Sweet but Psycho,Ava Max,42245,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-06-01
71,Tagpuan,Moira Dela Torre,41320,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih,2019-06-01
72,Bagong Umaga,Agsunta,41111,https://open.spotify.com/track/33NwLcrJHLbENMoDeAPUNi,2019-06-01
73,Tadhana,Up Dharma Down,41006,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2019-06-01
74,Rewrite The Stars,Zac Efron,40785,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2019-06-01
75,Ikaw At Ako,Moira Dela Torre,39834,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz,2019-06-01
76,You Are The Reason,Calum Scott,39667,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B,2019-06-01
77,DDU-DU DDU-DU,BLACKPINK,39161,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw,2019-06-01
78,Pasensya Ka Na,Silent Sanctuary,38911,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7,2019-06-01
79,IDGAF,Dua Lipa,38398,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019-06-01
80,Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,38088,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh,2019-06-01
81,Too Good At Goodbyes,Sam Smith,37840,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2019-06-01
82,Weak,Khel Pangilinan,37803,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3,2019-06-01
83,Find U Again (feat. Camila Cabello),Mark Ronson,37483,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX,2019-06-01
84,This Feeling,The Chainsmokers,36569,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019-06-01
85,Someone You Loved,Lewis Capaldi,36508,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-06-01
86,Migraine,Moonstar88,36407,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA,2019-06-01
87,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,35769,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019-06-01
88,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,35614,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk,2019-06-01
89,Eastside (with Halsey & Khalid),benny blanco,35552,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019-06-01
90,Thru These Tears,LANY,34912,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk,2019-06-01
91,"214 - From ""Alone/Together""",JM De Guzman,34265,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2,2019-06-01
92,As If It's Your Last,BLACKPINK,34252,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,2019-06-01
93,Magbalik,Callalily,34196,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE,2019-06-01
94,The Middle,Zedd,33996,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019-06-01
95,Shallow,Lady Gaga,33889,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-06-01
96,Old Town Road,Lil Nas X,33307,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019-06-01
97,Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version,December Avenue,33246,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb,2019-06-01
98,Shape of My Heart,Backstreet Boys,33158,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D,2019-06-01
99,This I Promise You,*NSYNC,33125,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26,2019-06-01
100,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,32988,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,2019-06-01
101,Oks Lang,John Roa,32870,https://open.spotify.com/track/6YEO7K4hwGKh7BmNxMMvkc,2019-06-01
102,Lost In Japan,Shawn Mendes,32833,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019-06-01
