Position,Track Name,Artist,Streams,URL,Date
1,Imahe,Magnus Haven,272795,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-02-16
2,Make It With You,Ben&Ben,268899,https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh,2020-02-16
3,Yummy,Justin Bieber,239019,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2020-02-16
4,Catriona,Matthaios,224173,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2,2020-02-16
5,Pagtingin,Ben&Ben,220505,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2020-02-16
6,Intentions (feat. Quavo),Justin Bieber,207721,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-02-16
7,Memories,Maroon 5,203634,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-02-16
8,"10,000 Hours (with Justin Bieber)",Dan + Shay,195166,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-02-16
9,Don't Start Now,Dua Lipa,192164,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-02-16
10,ROXANNE,Arizona Zervas,182591,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-02-16
11,Vibe With Me,Matthaios,181804,https://open.spotify.com/track/0G5qmu4TsdUH19zdcbI9Ui,2020-02-16
12,Hindi Tayo Pwede,The Juans,170796,https://open.spotify.com/track/6VqZS3Wmf53pbfDBVEYvnP,2020-02-16
13,Someone You Loved,Lewis Capaldi,170139,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-02-16
14,Masyado Pang Maaga,Ben&Ben,166744,https://open.spotify.com/track/0luyrm1L6gjtoLekHOf67t,2020-02-16
15,Mean It,Lauv,154720,https://open.spotify.com/track/2uiOyiRxtNix52dpeaDQPM,2020-02-16
16,I Want You Back,Matthaios,153501,https://open.spotify.com/track/5jLUKFlEJzOf6b6PCaohFI,2020-02-16
