Position,Track Name,Artist,Streams,URL,Date
1,Catriona,Matthaios,283683,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2,2020-01-22
2,Make It With You,Ben&Ben,279408,https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh,2020-01-22
3,Yummy,Justin Bieber,275083,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-01-22
4,Imahe,Magnus Haven,273006,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-01-22
5,Memories,Maroon 5,247663,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-22
6,Pagtingin,Ben&Ben,232214,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2020-01-22
7,ROXANNE,Arizona Zervas,212050,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-22
8,"10,000 Hours (with Justin Bieber)",Dan + Shay,197829,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-01-22
9,Mean It,Lauv,188461,https://open.spotify.com/track/2uiOyiRxtNix52dpeaDQPM,2020-01-22
10,Hindi Tayo Pwede,The Juans,182357,https://open.spotify.com/track/6VqZS3Wmf53pbfDBVEYvnP,2020-01-22
11,Vibe With Me,Matthaios,171522,https://open.spotify.com/track/0G5qmu4TsdUH19zdcbI9Ui,2020-01-22
12,Masyado Pang Maaga,Ben&Ben,164932,https://open.spotify.com/track/0luyrm1L6gjtoLekHOf67t,2020-01-22
13,Binalewala - Original Version,Michael Dutchi Libranda,159615,https://open.spotify.com/track/2tR5liucorXRwduxr0qEx6,2020-01-22
14,Zebbiana,Skusta Clee,158671,https://open.spotify.com/track/6IdEQ3HUseBeRUYFSzSMdL,2020-01-22
15,I Want You Back,Matthaios,157212,https://open.spotify.com/track/5jLUKFlEJzOf6b6PCaohFI,2020-01-22
16,Don't Start Now,Dua Lipa,156676,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-22
17,Someone You Loved,Lewis Capaldi,154959,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-01-22
18,Circles,Post Malone,148007,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-01-22
19,Sa Susunod Na Lang,PDL,139519,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,2020-01-22
20,Neneng B,Nik Makino,139299,https://open.spotify.com/track/0BaMZMMEG7GWrUYsoGw8Yg,2020-01-22
21,Tala,Sarah Geronimo,136122,https://open.spotify.com/track/4T7CM071eEoHudiDShZlCJ,2020-01-22
22,Kathang Isip,Ben&Ben,127559,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2020-01-22
23,Ayy Macarena,Tyga,126745,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020-01-22
24,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,126239,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c,2020-01-22
25,Falling,Trevor Daniel,124582,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-22
26,Beautiful People (feat. Khalid),Ed Sheeran,121106,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2020-01-22
27,comethru,Jeremy Zucker,120967,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2020-01-22
28,Rare,Selena Gomez,120946,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,2020-01-22
29,Lose You To Love Me,Selena Gomez,115414,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,2020-01-22
30,It's You,Ali Gatie,115410,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,2020-01-22
31,Black Swan,BTS,115384,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b,2020-01-22
32,Dance Monkey,Tones And I,114817,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-22
33,Psycho,Red Velvet,112782,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2020-01-22
34,Get You The Moon (feat. Snøw),Kina,111136,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2020-01-22
35,Sana,I Belong to the Zoo,108027,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2020-01-22
36,I.F.L.Y.,Bazzi,105471,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2020-01-22
37,Sanctuary,Joji,104195,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,2020-01-22
38,Dahan,December Avenue,102773,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z,2020-01-22
39,Maybe The Night,Ben&Ben,102528,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2020-01-22
40,Kung 'Di Rin Lang Ikaw,December Avenue,101575,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2020-01-22
41,Yellow Hearts,Ant Saunders,100408,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2020-01-22
42,Dalaga,Arvey,98921,https://open.spotify.com/track/3iZB3VUDerY5P96rhBKwKr,2020-01-22
43,Can We Kiss Forever?,Kina,97586,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-01-22
44,Araw-Araw,Ben&Ben,94021,https://open.spotify.com/track/4rG3h1QwgjSSWz8EIjCFrm,2020-01-22
45,Make It Right (feat. Lauv),BTS,89001,https://open.spotify.com/track/314ZkcV7oLWG8yWE7LABvH,2020-01-22
46,Changes,Lauv,86808,https://open.spotify.com/track/029B34AzPVXzOQCyaJpkdH,2020-01-22
47,Sa Ngalan Ng Pag-Ibig,December Avenue,83049,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2020-01-22
