Position,Track Name,Artist,Streams,URL,Date
1,How You Like That,BLACKPINK,318764,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3,2020-07-04
2,Marikit,Juan Caoile,259611,https://open.spotify.com/track/4nd9cEo5R4jGNcgPHDm7Ar,2020-07-04
3,Savage Love (Laxed - Siren Beat),Jawsh 685,210619,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-07-04
4,Beautiful Scars,Maximillian,186091,https://open.spotify.com/track/4kS01K2URu522IomkGOFHl,2020-07-04
5,Chinita Girl,Lil Vinceyy,170359,https://open.spotify.com/track/6r7sdXUiKjgEx3I8GQRpSq,2020-07-04
6,Stuck with U (with Justin Bieber),Ariana Grande,157915,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,2020-07-04
7,Teka Lang,Emman,148511,https://open.spotify.com/track/47UUjZbqZjcrzELnFBB1Ht,2020-07-04
8,Malayo Ka Man,Jr Crown,143732,https://open.spotify.com/track/3R6Hl2e7hAyCfofRRToKAo,2020-07-04
9,Intentions (feat. Quavo),Justin Bieber,137217,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-07-04
10,Mariposa,Peach Tree Rascals,132151,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,2020-07-04
11,KLWKN,Music Hero,129803,https://open.spotify.com/track/1pi3VCMlGVaXvrjlVOkBPN,2020-07-04
12,Supalonely,BENEE,127291,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-07-04
13,Imahe,Magnus Haven,124377,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-07-04
14,Rain On Me (with Ariana Grande),Lady Gaga,120032,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-07-04
15,Don't Start Now,Dua Lipa,115219,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-07-04
16,Someone You Loved,Lewis Capaldi,114100,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-07-04
17,Binibini,Matthaios,108800,https://open.spotify.com/track/13pv5UWJttg8NNplCaaOYh,2020-07-04
18,ily (i love you baby) (feat. Emilee),Surf Mesa,107951,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-07-04
19,ROCKSTAR (feat. Roddy Ricch),DaBaby,104696,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-07-04
20,death bed (coffee for your head),Powfu,104209,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-07-04
21,Sunday Best,Surfaces,103168,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020-07-04
22,Savage Remix (feat. Beyoncé),Megan Thee Stallion,99654,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,2020-07-04
23,Sa Susunod na Habang Buhay,Ben&Ben,96819,https://open.spotify.com/track/3PgjBOoA5OytNGkglObpOd,2020-07-04
24,if this is the last time,LANY,94412,https://open.spotify.com/track/2ccNaerby1wXA993dY6XsR,2020-07-04
25,Nakikinig Ka Ba Sa Akin,Ben&Ben,92038,https://open.spotify.com/track/74jVIbukOhR0Am7YXKiJMM,2020-07-04
26,Lifetime,Ben&Ben,89701,https://open.spotify.com/track/3X9c4tBzSdGhlO4Fx3WYgW,2020-07-04
27,Before You Go,Lewis Capaldi,89297,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2020-07-04
28,Toosie Slide,Drake,88716,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,2020-07-04
29,Araw-Araw Love,Flow G,88431,https://open.spotify.com/track/1x7DysraeqSgVgj95hHc3U,2020-07-04
30,Sour Candy (with BLACKPINK),Lady Gaga,88012,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u,2020-07-04
31,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,85666,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ,2020-07-04
32,no song without you,HONNE,85407,https://open.spotify.com/track/1lNHWPDvKEbamKezpLq7HW,2020-07-04
33,Watermelon Sugar,Harry Styles,81575,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-07-04
34,Break My Heart,Dua Lipa,80449,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-07-04
35,Kathang Isip,Ben&Ben,80265,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2020-07-04
36,Be Kind (with Halsey),Marshmello,79257,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,2020-07-04
37,Vibe With Me,Matthaios,79048,https://open.spotify.com/track/0G5qmu4TsdUH19zdcbI9Ui,2020-07-04
38,Dance Monkey,Tones And I,78364,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-07-04
39,Like That (feat. Gucci Mane),Doja Cat,76222,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,2020-07-04
40,Lose Somebody,Kygo,75860,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,2020-07-04
41,Maybe The Night,Ben&Ben,74629,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2020-07-04
42,Make You Mine,PUBLIC,74247,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-07-04
43,good guys,LANY,73575,https://open.spotify.com/track/3c7peg169veVaJRzlbCaKw,2020-07-04
44,MORE & MORE,TWICE,73090,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg,2020-07-04
45,Titig,MC Einstein,72552,https://open.spotify.com/track/1x8pFCRfBnDqckyB6mlZci,2020-07-04
46,Say So,Doja Cat,71823,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-07-04
47,Pagtingin,Ben&Ben,71405,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2020-07-04
48,Memories,Maroon 5,70465,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-07-04
49,If the World Was Ending - feat. Julia Michaels,JP Saxe,69676,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2020-07-04
50,Make It With You,Ben&Ben,65282,https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh,2020-07-04
51,Psycho,Red Velvet,63256,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2020-07-04
52,"10,000 Hours (with Justin Bieber)",Dan + Shay,60327,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-07-04
53,Pangga,Matthaios,57108,https://open.spotify.com/track/2YreeV0asmC6tgM4IH2g5F,2020-07-04
54,Sana,I Belong to the Zoo,54456,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2020-07-04
55,Love Somebody,Lauv,53855,https://open.spotify.com/track/50wetCP0Nsx5sIaFHCYlCe,2020-07-04
56,Blinding Lights,The Weeknd,52873,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-07-04
57,Higa,Arthur Nery,52600,https://open.spotify.com/track/63qA4ydokzNOFpsaNlsYsC,2020-07-04
58,Circles,Post Malone,51784,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-07-04
