Position,Track Name,Artist,Streams,URL,Date
1,Lover,Taylor Swift,267051,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,2019-08-25
2,Señorita,Shawn Mendes,253556,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-25
3,Ikaw At Ako,Moira Dela Torre,218798,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz,2019-08-25
4,Zebbiana,Skusta Clee,213931,https://open.spotify.com/track/6IdEQ3HUseBeRUYFSzSMdL,2019-08-25
5,Pagtingin,Ben&Ben,160399,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2019-08-25
6,Sa Susunod Na Lang,PDL,158766,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,2019-08-25
7,Beautiful People (feat. Khalid),Ed Sheeran,158283,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-08-25
8,Kung 'Di Rin Lang Ikaw,December Avenue,155126,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2019-08-25
9,I Don't Care (with Justin Bieber),Ed Sheeran,142540,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-25
10,comethru,Jeremy Zucker,137924,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-08-25
11,How Do You Sleep?,Sam Smith,133937,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-25
12,You Need To Calm Down,Taylor Swift,132802,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2019-08-25
13,Cruel Summer,Taylor Swift,130891,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,2019-08-25
14,The Man,Taylor Swift,125769,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,2019-08-25
15,Sana,I Belong to the Zoo,120842,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2019-08-25
16,Goodbyes (Feat. Young Thug),Post Malone,120524,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-08-25
17,I Forgot That You Existed,Taylor Swift,116472,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,2019-08-25
18,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,114021,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c,2019-08-25
19,Hindi Na Nga,This Band,112262,https://open.spotify.com/track/2RgD3eO4IIGF16rR8Ch8OV,2019-08-25
20,Nobody Knows,Russ,109252,https://open.spotify.com/track/1pNAf6W7POwjOD8x8mWf8G,2019-08-25
21,'Di Na Babalik,This Band,108999,https://open.spotify.com/track/7hoP5NDUXEbmOawvEAsi8h,2019-08-25
22,Maybe The Night,Ben&Ben,106447,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2019-08-25
23,Cornelia Street,Taylor Swift,104268,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,2019-08-25
24,Dahan,December Avenue,103785,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z,2019-08-25
25,Bagay Tayo,ALLMO$T,102132,https://open.spotify.com/track/2mwd0LWLBgtQBEOLG96nbU,2019-08-25
26,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,100492,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-25
27,boyfriend (with Social House),Ariana Grande,99837,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,2019-08-25
28,Old Town Road - Remix,Lil Nas X,99672,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-25
29,Paper Rings,Taylor Swift,97871,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,2019-08-25
30,I.F.L.Y.,Bazzi,97393,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2019-08-25
31,Bulong,December Avenue,96790,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2019-08-25
32,Talk (feat. Disclosure),Khalid,96690,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-08-25
33,The Archer,Taylor Swift,96052,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37,2019-08-25
34,"fuck, i'm lonely",Lauv,94510,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,2019-08-25
