Position,Track Name,Artist,Streams,URL,Date
1,"thank u, next",Ariana Grande,317720,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2018-12-05
2,Buwan,juan karlos,274323,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2,2018-12-05
3,Sana,I Belong to the Zoo,253122,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2018-12-05
4,Kung 'Di Rin Lang Ikaw,December Avenue,250152,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2018-12-05
5,Sa Ngalan Ng Pag-Ibig,December Avenue,219053,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2018-12-05
6,Malibu Nights,LANY,202540,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2018-12-05
7,Maybe The Night,Ben&Ben,201546,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2018-12-05
8,Kahit Ayaw Mo Na,This Band,196086,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6,2018-12-05
9,Kathang Isip,Ben&Ben,186708,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2018-12-05
10,Love Someone,Lukas Graham,165319,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2018-12-05
11,Happier,Marshmello,151403,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2018-12-05
12,2002,Anne-Marie,139882,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2018-12-05
13,Thru These Tears,LANY,137855,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk,2018-12-05
14,Beautiful (feat. Camila Cabello),Bazzi,131002,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2018-12-05
15,Mundo,IV Of Spades,128853,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8,2018-12-05
16,Weak,Khel Pangilinan,126666,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3,2018-12-05
17,Bulong,December Avenue,125140,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2018-12-05
18,Kiss and Make Up,Dua Lipa,120636,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2018-12-05
19,Girls Like You (feat. Cardi B),Maroon 5,117635,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-12-05
20,Without Me,Halsey,115655,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2018-12-05
21,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,114712,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2018-12-05
22,'Di Na Muli,Janine Teñoso,112860,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc,2018-12-05
23,Ex,Callalily,111719,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo,2018-12-05
24,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,110613,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8,2018-12-05
25,I Don't Wanna Love You Anymore,LANY,103675,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i,2018-12-05
26,Better,Khalid,101042,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2018-12-05
27,8 Letters,Why Don't We,96857,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt,2018-12-05
28,Eastside (with Halsey & Khalid),benny blanco,96270,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,2018-12-05
29,SOLO,JENNIE,96245,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,2018-12-05
30,You Are The Reason,Calum Scott,93863,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B,2018-12-05
31,IDGAF,Dua Lipa,91491,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2018-12-05
32,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,88734,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,2018-12-05
33,Thick And Thin,LANY,86385,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8,2018-12-05
34,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,85019,https://open.spotify.com/track/6LKYeyLt4G4SlZ6OJwFhVS,2018-12-05
35,Hindi Na Nga,This Band,81801,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l,2018-12-05
36,Woman Like Me (feat. Nicki Minaj),Little Mix,79355,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,2018-12-05
37,Akala,Marione,78316,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj,2018-12-05
38,Midnight Sky,Unique Salonga,75567,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL,2018-12-05
39,The Middle,Zedd,73323,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2018-12-05
40,Waste It On Me (feat. BTS),Steve Aoki,70725,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr,2018-12-05
41,Be Alright,Dean Lewis,66564,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2018-12-05
42,Balang Araw,I Belong to the Zoo,65330,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m,2018-12-05
43,Tagpuan,Moira Dela Torre,62312,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih,2018-12-05
44,Bohemian Rhapsody - 2011 Mix,Queen,61948,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2018-12-05
45,breathin,Ariana Grande,61175,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2018-12-05
46,Narcissist,No Rome,60649,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp,2018-12-05
47,Kahit Di Mo Alam,December Avenue,58564,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC,2018-12-05
48,No Brainer,DJ Khaled,57333,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,2018-12-05
49,Rise,Jonas Blue,57275,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2018-12-05
50,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,57219,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2018-12-05
51,Ours,Ben&Ben,55879,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi,2018-12-05
52,Freaky Friday (feat. Chris Brown),Lil Dicky,53443,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,2018-12-05
53,Say You Won't Let Go,James Arthur,52997,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-12-05
54,Pasensya Ka Na,Silent Sanctuary,50657,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7,2018-12-05
55,Tadhana,Up Dharma Down,49735,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2018-12-05
56,I Like Me Better,Lauv,49224,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2018-12-05
57,Ruin My Life,Zara Larsson,48928,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2018-12-05
58,Bakit Ba Ikaw,Michael Pangilinan,48298,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s,2018-12-05
59,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,48044,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,2018-12-05
60,All I Want for Christmas Is You,Mariah Carey,47450,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,2018-12-05
61,Bad Liar,Imagine Dragons,47095,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2018-12-05
62,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""",Moira Dela Torre,46702,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT,2018-12-05
63,Hiling,Mark Carpio,46429,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL,2018-12-05
64,Leaves,Ben&Ben,45930,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv,2018-12-05
65,Too Good At Goodbyes,Sam Smith,45866,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2018-12-05
66,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,45110,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2018-12-05
67,Empty Space,James Arthur,44602,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe,2018-12-05
68,Kung Wala Ka,Hale,43077,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn,2018-12-05
69,Best Part (feat. Daniel Caesar),H.E.R.,42633,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2018-12-05
70,Sila,SUD,42069,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,2018-12-05
71,Saturday Nights,Khalid,42057,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2018-12-05
72,Oks Lang,John Roa,41436,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI,2018-12-05
73,no tears left to cry,Ariana Grande,39778,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2018-12-05
