Position,Track Name,Artist,Streams,URL,Date
1,Rain On Me (with Ariana Grande),Lady Gaga,228558,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,2020-05-22
2,Stuck with U (with Justin Bieber),Ariana Grande,178737,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,2020-05-22
3,Teka Lang,Emman,177801,https://open.spotify.com/track/47UUjZbqZjcrzELnFBB1Ht,2020-05-22
4,Intentions (feat. Quavo),Justin Bieber,169972,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-05-22
5,Don't Start Now,Dua Lipa,142644,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-05-22
6,Sunday Best,Surfaces,135340,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020-05-22
7,Supalonely,BENEE,133368,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-05-22
8,death bed (coffee for your head),Powfu,132016,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-05-22
9,Imahe,Magnus Haven,129671,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-05-22
10,Beautiful Scars,Maximillian,128865,https://open.spotify.com/track/4kS01K2URu522IomkGOFHl,2020-05-22
11,Someone You Loved,Lewis Capaldi,120357,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-05-22
12,Malayo Ka Man,Jr Crown,118015,https://open.spotify.com/track/3R6Hl2e7hAyCfofRRToKAo,2020-05-22
13,Toosie Slide,Drake,114372,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,2020-05-22
14,Like That (feat. Gucci Mane),Doja Cat,110547,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,2020-05-22
15,Say So (feat. Nicki Minaj),Doja Cat,103925,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa,2020-05-22
16,eight(Prod.&Feat. SUGA of BTS),IU,102696,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,2020-05-22
17,"10,000 Hours (with Justin Bieber)",Dan + Shay,101625,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-05-22
18,Make It With You,Ben&Ben,99789,https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh,2020-05-22
19,Break My Heart,Dua Lipa,99752,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-05-22
20,Savage Remix (feat. Beyoncé),Megan Thee Stallion,98703,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,2020-05-22
21,Circles,Post Malone,97178,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-05-22
22,Dance Monkey,Tones And I,96820,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-05-22
