Position,Track Name,Artist,Streams,URL,Date
1,Girls Like You (feat. Cardi B),Maroon 5,220876,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-06-24
2,Mundo,IV Of Spades,178027,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8,2018-06-24
3,BBoom BBoom,MOMOLAND,156846,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto,2018-06-24
4,Tagpuan,Moira Dela Torre,155249,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih,2018-06-24
5,DDU-DU DDU-DU,BLACKPINK,138243,https://open.spotify.com/track/7b8YOVV5quZcSKEijDgyWB,2018-06-24
6,Nadarang,Shanti Dope,136386,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF,2018-06-24
7,Kathang Isip,Ben&Ben,135325,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2018-06-24
8,Back To You,Selena Gomez,129421,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9,2018-06-24
9,no tears left to cry,Ariana Grande,127854,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,2018-06-24
10,2002,Anne-Marie,121920,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB,2018-06-24
11,'Di Na Muli,Janine Teñoso,120178,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc,2018-06-24
12,Freaky Friday (feat. Chris Brown),Lil Dicky,107436,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,2018-06-24
13,Let Me,ZAYN,105856,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC,2018-06-24
14,Better Now,Post Malone,104457,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2018-06-24
15,The Middle,Zedd,102451,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m,2018-06-24
16,Somebody,The Chainsmokers,99628,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl,2018-06-24
17,IDGAF,Dua Lipa,98593,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2018-06-24
18,Mau,Shanti Dope,98258,https://open.spotify.com/track/0BkKdJSpKqzYLEneerSHq3,2018-06-24
19,13,LANY,95688,https://open.spotify.com/track/3zgs1f6Tj0mn29qTXJuhSY,2018-06-24
20,Bed (feat. Ariana Grande),Nicki Minaj,95457,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS,2018-06-24
21,One Kiss (with Dua Lipa),Calvin Harris,91694,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2018-06-24
22,OTW,Khalid,88167,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,2018-06-24
23,Rise,Jonas Blue,87448,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3,2018-06-24
24,Youngblood,5 Seconds of Summer,84042,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2018-06-24
25,Ocean (feat. Khalid),Martin Garrix,83522,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,2018-06-24
26,Tagu-Taguan,Moira Dela Torre,83292,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e,2018-06-24
27,Rewrite The Stars,Zac Efron,79753,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2018-06-24
28,Psycho (feat. Ty Dolla $ign),Post Malone,78675,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2018-06-24
29,Happier,Ed Sheeran,75832,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2018-06-24
30,Mine,Bazzi,73230,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,2018-06-24
31,Playinwitme (feat. Kehlani),KYLE,72936,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr,2018-06-24
32,Entertainer,ZAYN,71014,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx,2018-06-24
33,Tadhana,Up Dharma Down,64252,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2018-06-24
34,Enemies,Lauv,63966,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF,2018-06-24
35,Forever Young,BLACKPINK,63509,https://open.spotify.com/track/2naEVOadudtXHwtZNfjMDM,2018-06-24
36,FRIENDS,Marshmello,61547,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2018-06-24
37,Born To Be Yours,Kygo,59501,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM,2018-06-24
38,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,59235,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW,2018-06-24
39,Strawberries & Cigarettes,Troye Sivan,57464,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4,2018-06-24
40,Say You Won't Let Go,James Arthur,56929,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-06-24
41,FAKE LOVE,BTS,56212,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,2018-06-24
