Position,Track Name,Artist,Streams,URL,Date,Region
1,Catriona,Matthaios,284532,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2,2020-01-01,ph
2,Memories,Maroon 5,222136,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-01,ph
3,ROXANNE,Arizona Zervas,204600,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-01,ph
4,Imahe,Magnus Haven,180899,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-01-01,ph
5,Pagtingin,Ben&Ben,166835,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2020-01-01,ph
6,Neneng B,Nik Makino,150208,https://open.spotify.com/track/0BaMZMMEG7GWrUYsoGw8Yg,2020-01-01,ph
7,Binalewala - Original Version,Michael Dutchi Libranda,144003,https://open.spotify.com/track/2tR5liucorXRwduxr0qEx6,2020-01-01,ph
8,Zebbiana,Skusta Clee,142027,https://open.spotify.com/track/6IdEQ3HUseBeRUYFSzSMdL,2020-01-01,ph
9,Mean It,Lauv,141667,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX,2020-01-01,ph
10,Tala,Sarah Geronimo,136575,https://open.spotify.com/track/4T7CM071eEoHudiDShZlCJ,2020-01-01,ph
11,"10,000 Hours (with Justin Bieber)",Dan + Shay,135601,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-01-01,ph
12,Make It With You,Ben&Ben,130668,https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh,2020-01-01,ph
13,Ayy Macarena,Tyga,127604,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020-01-01,ph
14,Don't Start Now,Dua Lipa,124945,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-01,ph
15,Circles,Post Malone,121422,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-01-01,ph
16,Hindi Tayo Pwede,The Juans,120979,https://open.spotify.com/track/6VqZS3Wmf53pbfDBVEYvnP,2020-01-01,ph
17,Psycho,Red Velvet,117011,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2020-01-01,ph
18,Masyado Pang Maaga,Ben&Ben,108328,https://open.spotify.com/track/0luyrm1L6gjtoLekHOf67t,2020-01-01,ph
19,Sa Susunod Na Lang,PDL,106063,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,2020-01-01,ph
20,Someone You Loved,Lewis Capaldi,101940,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-01-01,ph
21,Beautiful People (feat. Khalid),Ed Sheeran,101066,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2020-01-01,ph
22,comethru,Jeremy Zucker,95937,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2020-01-01,ph
23,Kathang Isip,Ben&Ben,94664,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2020-01-01,ph
24,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,93295,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c,2020-01-01,ph
25,I Don't Care (with Justin Bieber),Ed Sheeran,91889,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-01-01,ph
26,Ikaw At Ako,Moira Dela Torre,85749,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz,2020-01-01,ph
27,Lose You To Love Me,Selena Gomez,84086,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,2020-01-01,ph
28,Sanctuary,Joji,82303,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,2020-01-01,ph
29,Dance Monkey,Tones And I,82267,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-01,ph
30,I.F.L.Y.,Bazzi,82206,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2020-01-01,ph
31,Kung 'Di Rin Lang Ikaw,December Avenue,81907,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2020-01-01,ph
