Position,Track Name,Artist,Streams,URL,Date,Region
1,Buwan,juan karlos,337523,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2,2018-11-01,ph
2,Malibu Nights,LANY,253288,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2018-11-01,ph
3,Kung 'Di Rin Lang Ikaw,December Avenue,248574,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2018-11-01,ph
4,Sana,I Belong to the Zoo,220855,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2018-11-01,ph
5,Maybe The Night,Ben&Ben,209414,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2018-11-01,ph
6,Sa Ngalan Ng Pag-Ibig,December Avenue,177921,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2018-11-01,ph
7,Kathang Isip,Ben&Ben,165276,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2018-11-01,ph
8,Love Someone,Lukas Graham,161778,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2018-11-01,ph
9,Happier,Marshmello,157630,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2018-11-01,ph
10,Thru These Tears,LANY,153593,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk,2018-11-01,ph
11,Kiss and Make Up,Dua Lipa,149789,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2018-11-01,ph
12,2002,Anne-Marie,149463,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2018-11-01,ph
13,Mundo,IV Of Spades,128952,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8,2018-11-01,ph
14,Girls Like You (feat. Cardi B),Maroon 5,124145,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-11-01,ph
15,Weak,Khel Pangilinan,123829,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3,2018-11-01,ph
16,Beautiful (feat. Camila Cabello),Bazzi,120700,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2018-11-01,ph
17,'Di Na Muli,Janine Teñoso,107653,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc,2018-11-01,ph
18,I Don't Wanna Love You Anymore,LANY,106725,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i,2018-11-01,ph
19,Better,Khalid,99344,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2018-11-01,ph
20,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,97106,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2018-11-01,ph
21,Eastside (with Halsey & Khalid),benny blanco,95126,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,2018-11-01,ph
22,Thick And Thin,LANY,94445,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8,2018-11-01,ph
23,IDGAF,Dua Lipa,93298,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2018-11-01,ph
24,Bulong,December Avenue,90566,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2018-11-01,ph
25,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,88321,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N,2018-11-01,ph
26,Akala,Marione,86610,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj,2018-11-01,ph
27,You Are The Reason,Calum Scott,84429,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B,2018-11-01,ph
28,Ex,Callalily,84045,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo,2018-11-01,ph
29,8 Letters,Why Don't We,80251,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt,2018-11-01,ph
