Position,Track Name,Artist,Streams,URL,Date,Region
1,How You Like That,BLACKPINK,250322,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3,2020-07-16,ph
2,Marikit,Juan Caoile,231073,https://open.spotify.com/track/4nd9cEo5R4jGNcgPHDm7Ar,2020-07-16,ph
3,Beautiful Scars,Maximillian,205558,https://open.spotify.com/track/4kS01K2URu522IomkGOFHl,2020-07-16,ph
4,Savage Love (Laxed - Siren Beat),Jawsh 685,204003,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-07-16,ph
5,Chinita Girl,Lil Vinceyy,179355,https://open.spotify.com/track/6r7sdXUiKjgEx3I8GQRpSq,2020-07-16,ph
6,Stuck with U (with Justin Bieber),Ariana Grande,164837,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,2020-07-16,ph
7,Malayo Ka Man,Jr Crown,154456,https://open.spotify.com/track/3R6Hl2e7hAyCfofRRToKAo,2020-07-16,ph
8,Teka Lang,Emman,152449,https://open.spotify.com/track/47UUjZbqZjcrzELnFBB1Ht,2020-07-16,ph
9,Intentions (feat. Quavo),Justin Bieber,148254,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-07-16,ph
10,KLWKN,Music Hero,147206,https://open.spotify.com/track/1pi3VCMlGVaXvrjlVOkBPN,2020-07-16,ph
11,Mariposa,Peach Tree Rascals,140795,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,2020-07-16,ph
12,Imahe,Magnus Haven,134159,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-07-16,ph
13,Supalonely,BENEE,120804,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-07-16,ph
14,if this is the last time,LANY,120223,https://open.spotify.com/track/2ccNaerby1wXA993dY6XsR,2020-07-16,ph
15,Someone You Loved,Lewis Capaldi,119797,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-07-16,ph
16,Rain On Me (with Ariana Grande),Lady Gaga,113737,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-07-16,ph
17,Don't Start Now,Dua Lipa,111057,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-07-16,ph
