Position,Track Name,Artist,Streams,URL,Date,Region
1,Kahit Ayaw Mo Na,This Band,277410,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6,2019-03-01,ph
2,Kung 'Di Rin Lang Ikaw,December Avenue,265501,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2019-03-01,ph
3,Buwan,juan karlos,248332,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2,2019-03-01,ph
4,Sana,I Belong to the Zoo,237857,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2019-03-01,ph
5,Pauwi Nako,PDL,235418,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr,2019-03-01,ph
6,Hindi Na Nga,This Band,191422,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l,2019-03-01,ph
7,Sa Ngalan Ng Pag-Ibig,December Avenue,184689,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2019-03-01,ph
8,Love Someone,Lukas Graham,172198,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019-03-01,ph
9,Maybe The Night,Ben&Ben,168427,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2019-03-01,ph
10,7 rings,Ariana Grande,168120,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-01,ph
11,Kathang Isip,Ben&Ben,167324,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2019-03-01,ph
12,Malibu Nights,LANY,159453,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2019-03-01,ph
13,"thank u, next",Ariana Grande,159002,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-03-01,ph
14,Best Part (feat. Daniel Caesar),H.E.R.,151481,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019-03-01,ph
15,Bulong,December Avenue,147291,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2019-03-01,ph
16,"214 - From ""Alone/Together""",JM De Guzman,146009,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2,2019-03-01,ph
17,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,144634,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB,2019-03-01,ph
18,Kahit Di Mo Alam,December Avenue,142070,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC,2019-03-01,ph
19,Dancing With A Stranger (with Normani),Sam Smith,140514,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-03-01,ph
20,Balang Araw,I Belong to the Zoo,136620,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m,2019-03-01,ph
21,Ikaw At Ako,Moira Dela Torre,134051,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz,2019-03-01,ph
22,Without Me,Halsey,128786,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-03-01,ph
23,"break up with your girlfriend, i'm bored",Ariana Grande,119246,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-03-01,ph
24,Talk,Khalid,118570,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019-03-01,ph
25,Happier,Marshmello,118182,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-03-01,ph
26,i'm so tired...,Lauv,118172,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-03-01,ph
