Position,Track Name,Artist,Streams,URL,Date,Region
1,Zebbiana,Skusta Clee,230423,https://open.spotify.com/track/6IdEQ3HUseBeRUYFSzSMdL,2019-10-01,ph
2,Pagtingin,Ben&Ben,216891,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2019-10-01,ph
3,Señorita,Shawn Mendes,191542,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-10-01,ph
4,Ikaw At Ako,Moira Dela Torre,187182,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz,2019-10-01,ph
5,Kung 'Di Rin Lang Ikaw,December Avenue,176681,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2019-10-01,ph
6,Sa Susunod Na Lang,PDL,165940,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,2019-10-01,ph
7,Memories,Maroon 5,162219,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2019-10-01,ph
8,Feel Special,TWICE,157673,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj,2019-10-01,ph
9,Beautiful People (feat. Khalid),Ed Sheeran,156008,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-10-01,ph
10,Circles,Post Malone,142409,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019-10-01,ph
11,comethru,Jeremy Zucker,139607,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-10-01,ph
12,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,136661,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c,2019-10-01,ph
13,How Do You Sleep?,Sam Smith,134829,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-10-01,ph
14,Kathang Isip,Ben&Ben,127572,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2019-10-01,ph
15,Lover,Taylor Swift,127200,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,2019-10-01,ph
16,I Don't Care (with Justin Bieber),Ed Sheeran,126509,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-10-01,ph
17,I.F.L.Y.,Bazzi,121001,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2019-10-01,ph
18,Sana,I Belong to the Zoo,119332,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2019-10-01,ph
19,Dahan,December Avenue,117867,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z,2019-10-01,ph
20,Hindi Na Nga,This Band,115094,https://open.spotify.com/track/2RgD3eO4IIGF16rR8Ch8OV,2019-10-01,ph
21,"fuck, i'm lonely",Lauv,110905,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,2019-10-01,ph
22,Bagay Tayo,ALLMO$T,107884,https://open.spotify.com/track/2mwd0LWLBgtQBEOLG96nbU,2019-10-01,ph
23,Maybe The Night,Ben&Ben,107386,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2019-10-01,ph
24,Someone You Loved,Lewis Capaldi,105860,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-10-01,ph
25,Hindi Tayo Pwede,The Juans,103584,https://open.spotify.com/track/6VqZS3Wmf53pbfDBVEYvnP,2019-10-01,ph
26,Goodbyes (Feat. Young Thug),Post Malone,103211,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-10-01,ph
27,Sa Ngalan Ng Pag-Ibig,December Avenue,99425,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2019-10-01,ph
28,"Patawad, Paalam",Moira Dela Torre,98195,https://open.spotify.com/track/14BG5B1EJSCyNpZt096xXc,2019-10-01,ph
29,Sanctuary,Joji,95464,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,2019-10-01,ph
30,It's You,Ali Gatie,95036,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,2019-10-01,ph
31,Balang Araw,I Belong to the Zoo,94487,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m,2019-10-01,ph
32,Dalaga,Arvey,92156,https://open.spotify.com/track/3iZB3VUDerY5P96rhBKwKr,2019-10-01,ph
33,Nobody Knows,Russ,90049,https://open.spotify.com/track/1pNAf6W7POwjOD8x8mWf8G,2019-10-01,ph
34,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,89897,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,2019-10-01,ph
35,'Di Na Babalik,This Band,88310,https://open.spotify.com/track/7hoP5NDUXEbmOawvEAsi8h,2019-10-01,ph
36,Paalam,Moira Dela Torre,87366,https://open.spotify.com/track/22AZDYG6qrjMFg0ceeL9X6,2019-10-01,ph
37,Cruel Summer,Taylor Swift,84005,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,2019-10-01,ph
38,Kahit Ayaw Mo Na,This Band,82990,https://open.spotify.com/track/58grXgbCj7t5ulr0TGLIr9,2019-10-01,ph
39,Feelings,Lauv,82958,https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ,2019-10-01,ph
40,Liar,Camila Cabello,79486,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,2019-10-01,ph
41,boyfriend (with Social House),Ariana Grande,78785,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,2019-10-01,ph
42,Mabagal,Daniel Padilla,76531,https://open.spotify.com/track/07JZJ9YJRaiUAz9Bv8wgwH,2019-10-01,ph
43,Never Really Over,Katy Perry,76105,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-10-01,ph
44,Missin You Crazy,Russ,72715,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr,2019-10-01,ph
45,I Like Me Better,Lauv,72398,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-10-01,ph
46,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,72032,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2019-10-01,ph
47,Could I Love You Any More (feat. Jason Mraz),Reneé Dominique,71306,https://open.spotify.com/track/6TbDpqKCksZNJjriFhPum8,2019-10-01,ph
48,Old Town Road - Remix,Lil Nas X,70833,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-10-01,ph
49,Bulong,December Avenue,69182,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2019-10-01,ph
50,Araw-Araw,Ben&Ben,67540,https://open.spotify.com/track/4rG3h1QwgjSSWz8EIjCFrm,2019-10-01,ph
51,Nobela,Join The Club,63032,https://open.spotify.com/track/3vGkyQlCw8LklNip0ZUELC,2019-10-01,ph
