Position,Track Name,Artist,Streams,URL,Date,Region
1,"thank u, next",Ariana Grande,308883,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2018-12-01,ph
2,Buwan,juan karlos,270459,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2,2018-12-01,ph
3,Kung 'Di Rin Lang Ikaw,December Avenue,243797,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2018-12-01,ph
4,Sana,I Belong to the Zoo,237263,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2018-12-01,ph
5,Malibu Nights,LANY,201986,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2018-12-01,ph
6,Sa Ngalan Ng Pag-Ibig,December Avenue,201626,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2018-12-01,ph
7,Maybe The Night,Ben&Ben,188103,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2018-12-01,ph
8,Kathang Isip,Ben&Ben,171088,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2018-12-01,ph
9,Kahit Ayaw Mo Na,This Band,163118,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6,2018-12-01,ph
10,Love Someone,Lukas Graham,147459,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2018-12-01,ph
11,Happier,Marshmello,145422,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2018-12-01,ph
12,2002,Anne-Marie,129435,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2018-12-01,ph
13,Thru These Tears,LANY,128885,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk,2018-12-01,ph
14,Beautiful (feat. Camila Cabello),Bazzi,121034,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2018-12-01,ph
15,Mundo,IV Of Spades,119943,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8,2018-12-01,ph
16,Weak,Khel Pangilinan,117595,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3,2018-12-01,ph
17,Kiss and Make Up,Dua Lipa,116721,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2018-12-01,ph
18,Girls Like You (feat. Cardi B),Maroon 5,113293,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-12-01,ph
19,Bulong,December Avenue,112699,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2018-12-01,ph
20,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,108589,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2018-12-01,ph
21,'Di Na Muli,Janine Teñoso,108340,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc,2018-12-01,ph
22,Ex,Callalily,97368,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo,2018-12-01,ph
23,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,96695,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8,2018-12-01,ph
24,Better,Khalid,96409,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2018-12-01,ph
25,I Don't Wanna Love You Anymore,LANY,94552,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i,2018-12-01,ph
26,8 Letters,Why Don't We,93685,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt,2018-12-01,ph
27,Without Me,Halsey,92080,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2018-12-01,ph
28,SOLO,JENNIE,89577,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,2018-12-01,ph
29,Eastside (with Halsey & Khalid),benny blanco,87727,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,2018-12-01,ph
30,You Are The Reason,Calum Scott,84403,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B,2018-12-01,ph
31,IDGAF,Dua Lipa,83563,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2018-12-01,ph
32,Thick And Thin,LANY,78480,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8,2018-12-01,ph
33,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,76748,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,2018-12-01,ph
34,Woman Like Me (feat. Nicki Minaj),Little Mix,74114,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,2018-12-01,ph
35,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,73079,https://open.spotify.com/track/6LKYeyLt4G4SlZ6OJwFhVS,2018-12-01,ph
36,Akala,Marione,71552,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj,2018-12-01,ph
37,Bohemian Rhapsody - 2011 Mix,Queen,70311,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2018-12-01,ph
38,Midnight Sky,Unique Salonga,70292,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL,2018-12-01,ph
39,The Middle,Zedd,66475,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2018-12-01,ph
40,Hindi Na Nga,This Band,63734,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l,2018-12-01,ph
41,Ours,Ben&Ben,63652,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi,2018-12-01,ph
42,Waste It On Me (feat. BTS),Steve Aoki,62884,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr,2018-12-01,ph
43,Be Alright,Dean Lewis,57818,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2018-12-01,ph
44,breathin,Ariana Grande,56370,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2018-12-01,ph
45,Tagpuan,Moira Dela Torre,54875,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih,2018-12-01,ph
46,No Brainer,DJ Khaled,53761,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,2018-12-01,ph
47,Rise,Jonas Blue,53145,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2018-12-01,ph
48,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,52695,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2018-12-01,ph
49,Freaky Friday (feat. Chris Brown),Lil Dicky,52635,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,2018-12-01,ph
50,All I Want for Christmas Is You,Mariah Carey,52184,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,2018-12-01,ph
51,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""",Moira Dela Torre,51908,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT,2018-12-01,ph
52,Narcissist,No Rome,51202,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp,2018-12-01,ph
53,Say You Won't Let Go,James Arthur,49295,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-12-01,ph
54,Kahit Di Mo Alam,December Avenue,49242,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC,2018-12-01,ph
55,Pasensya Ka Na,Silent Sanctuary,46849,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7,2018-12-01,ph
56,Balang Araw,I Belong to the Zoo,46443,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m,2018-12-01,ph
57,Oks Lang,John Roa,45875,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI,2018-12-01,ph
58,Ruin My Life,Zara Larsson,45716,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2018-12-01,ph
59,Bakit Ba Ikaw,Michael Pangilinan,45556,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s,2018-12-01,ph
60,Santa Tell Me,Ariana Grande,44889,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,2018-12-01,ph
61,I Like Me Better,Lauv,44522,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2018-12-01,ph
62,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,43548,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,2018-12-01,ph
63,come out and play,Billie Eilish,42651,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4,2018-12-01,ph
64,Tadhana,Up Dharma Down,42463,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2018-12-01,ph
65,Hiling,Mark Carpio,42134,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL,2018-12-01,ph
66,Leaves,Ben&Ben,41813,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv,2018-12-01,ph
67,Too Good At Goodbyes,Sam Smith,40408,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2018-12-01,ph
68,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,39252,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2018-12-01,ph
69,Sila,SUD,38516,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,2018-12-01,ph
70,Kung Wala Ka,Hale,38260,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn,2018-12-01,ph
71,no tears left to cry,Ariana Grande,38033,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2018-12-01,ph
72,Best Part (feat. Daniel Caesar),H.E.R.,37830,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2018-12-01,ph
73,YES or YES,TWICE,37737,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,2018-12-01,ph
74,SICKO MODE,Travis Scott,36931,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2018-12-01,ph
75,Migraine,Moonstar88,36193,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA,2018-12-01,ph
76,Bad Liar,Imagine Dragons,36191,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2018-12-01,ph
77,RBB (Really Bad Boy),Red Velvet,35897,https://open.spotify.com/track/4xjVP2Vogo0C72o6Nevq0W,2018-12-01,ph
78,With a Smile,South Border,35475,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi,2018-12-01,ph
79,Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,35375,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh,2018-12-01,ph
80,Di Makatulog,SUD,34079,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI,2018-12-01,ph
81,DDU-DU DDU-DU - KR Ver.,BLACKPINK,34063,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu,2018-12-01,ph
82,Magbalik,Callalily,33953,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE,2018-12-01,ph
83,Perfect,Ed Sheeran,33905,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2018-12-01,ph
84,Super Far,LANY,33843,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta,2018-12-01,ph
85,Happy Now,Kygo,33302,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,2018-12-01,ph
86,Empty Space,James Arthur,32994,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe,2018-12-01,ph
87,Rewrite The Stars,Zac Efron,32817,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2018-12-01,ph
88,Somebody To Love - 2011 Mix,Queen,32682,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,2018-12-01,ph
89,There's No Way (feat. Julia Michaels),Lauv,32666,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,2018-12-01,ph
90,Saturday Nights,Khalid,32252,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2018-12-01,ph
91,So Sick,Ne-Yo,32243,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT,2018-12-01,ph
92,Photograph,Ed Sheeran,31846,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2018-12-01,ph
93,Sweet but Psycho,Ava Max,31799,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2018-12-01,ph
94,ILYSB,LANY,31692,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA,2018-12-01,ph
95,Closer,The Chainsmokers,31274,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2018-12-01,ph
96,Sandali,Because,31186,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I,2018-12-01,ph
97,Happier,Ed Sheeran,30246,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2018-12-01,ph
98,Another One Bites The Dust - Remastered 2011,Queen,30207,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2018-12-01,ph
99,New Rules,Dua Lipa,29847,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2018-12-01,ph
100,What Lovers Do,Maroon 5,29779,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,2018-12-01,ph
101,In My Feelings,Drake,29686,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2018-12-01,ph
102,when the party's over,Billie Eilish,29673,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,2018-12-01,ph
103,Take A Bow,Rihanna,29636,https://open.spotify.com/track/39afswHs17v53znQm1gDTY,2018-12-01,ph
104,Tell Me Where It Hurts,MYMP,29623,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA,2018-12-01,ph
105,Switch It Up,Lavaado,29564,https://open.spotify.com/track/0Xq3TsWq8bCm7myxpBm0rh,2018-12-01,ph
106,God is a woman,Ariana Grande,29354,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,2018-12-01,ph
107,The Day You Said Goodnight - Acoustic Version,Hale,29157,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI,2018-12-01,ph
108,13,LANY,29000,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F,2018-12-01,ph
109,Lucid Dreams,Juice WRLD,28870,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf,2018-12-01,ph
110,Wake Up in the Sky,Gucci Mane,28804,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,2018-12-01,ph
111,Jingle Bell Rock,Bobby Helms,28760,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya,2018-12-01,ph
112,Ang Huling El Bimbo,Eraserheads,28732,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r,2018-12-01,ph
113,Better Now,Post Malone,28698,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2018-12-01,ph
114,Someday,Leanne & Naara,28016,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP,2018-12-01,ph
