Position,Track Name,Artist,Streams,URL,Date,Region
1,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,240040,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,2019-06-01,ph
2,I Don't Care (with Justin Bieber),Ed Sheeran,185792,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,2019-06-01,ph
3,Kill This Love,BLACKPINK,167739,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,2019-06-01,ph
4,comethru,Jeremy Zucker,157191,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-06-01,ph
5,Sana,I Belong to the Zoo,152562,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2019-06-01,ph
6,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,146710,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-06-01,ph
7,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,145766,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,2019-06-01,ph
8,Bagay Tayo,ALLMO$T,144471,https://open.spotify.com/track/2mwd0LWLBgtQBEOLG96nbU,2019-06-01,ph
9,Hindi Na Nga,This Band,142723,https://open.spotify.com/track/2RgD3eO4IIGF16rR8Ch8OV,2019-06-01,ph
10,Kahit Ayaw Mo Na,This Band,138890,https://open.spotify.com/track/58grXgbCj7t5ulr0TGLIr9,2019-06-01,ph
11,Pauwi Nako,PDL,130322,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr,2019-06-01,ph
12,Maybe The Night,Ben&Ben,129795,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2019-06-01,ph
13,Boy With Luv (feat. Halsey),BTS,126033,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019-06-01,ph
14,If I Can't Have You,Shawn Mendes,125261,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,2019-06-01,ph
15,Sa Susunod Na Lang,PDL,124018,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,2019-06-01,ph
16,Talk (feat. Disclosure),Khalid,121597,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-06-01,ph
17,Dalaga,ALLMO$T,117798,https://open.spotify.com/track/3PLARiBoxCpJFUMZhvV63x,2019-06-01,ph
18,Without Me,Halsey,109021,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-06-01,ph
19,Kung 'Di Rin Lang Ikaw,December Avenue,108342,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2019-06-01,ph
20,Bulong,December Avenue,106853,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2019-06-01,ph
21,Love Someone,Lukas Graham,105582,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019-06-01,ph
22,bad guy,Billie Eilish,105367,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-06-01,ph
23,Nobody Knows,Russ,104061,https://open.spotify.com/track/1pNAf6W7POwjOD8x8mWf8G,2019-06-01,ph
24,Balang Araw,I Belong to the Zoo,103845,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m,2019-06-01,ph
25,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,100872,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019-06-01,ph
26,Missin You Crazy,Russ,100596,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr,2019-06-01,ph
27,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,99953,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c,2019-06-01,ph
28,Best Part (feat. Daniel Caesar),H.E.R.,99777,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019-06-01,ph
29,i'm so tired...,Lauv,99139,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-06-01,ph
30,Nobela,Join The Club,97315,https://open.spotify.com/track/3vGkyQlCw8LklNip0ZUELC,2019-06-01,ph
31,Kathang Isip,Ben&Ben,92210,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2019-06-01,ph
32,"A Whole New World - From ""Aladdin""",Darren Espanto,89166,https://open.spotify.com/track/3tWw8jEXsPeZh7zZoidKuh,2019-06-01,ph
33,Dancing With A Stranger (with Normani),Sam Smith,88879,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-06-01,ph
34,Sucker,Jonas Brothers,86785,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-06-01,ph
35,Dahan,December Avenue,83340,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z,2019-06-01,ph
36,Buwan,juan karlos,80458,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2,2019-06-01,ph
37,Paradise,Bazzi,80319,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,2019-06-01,ph
38,Filipina Girl,Billy Crawford,79608,https://open.spotify.com/track/7iNMzfw2couNdTNXMYG2IR,2019-06-01,ph
39,Who Do You Love,The Chainsmokers,73561,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,2019-06-01,ph
40,'Di Na Babalik,This Band,73197,https://open.spotify.com/track/7hoP5NDUXEbmOawvEAsi8h,2019-06-01,ph
41,Never Really Over,Katy Perry,72317,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-06-01,ph
42,Sa Ngalan Ng Pag-Ibig,December Avenue,69051,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2019-06-01,ph
43,"thank u, next",Ariana Grande,67924,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-06-01,ph
44,Pagtingin,Ben&Ben,67412,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2019-06-01,ph
45,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,66494,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,2019-06-01,ph
