Position,Track Name,Artist,Streams,URL,Date,Region
1,Señorita,Shawn Mendes,305081,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-01,ph
2,Beautiful People (feat. Khalid),Ed Sheeran,193126,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-08-01,ph
3,I Don't Care (with Justin Bieber),Ed Sheeran,174756,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-01,ph
4,comethru,Jeremy Zucker,171953,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-08-01,ph
5,Sa Susunod Na Lang,PDL,162510,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,2019-08-01,ph
6,How Do You Sleep?,Sam Smith,159920,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-01,ph
7,Sana,I Belong to the Zoo,144077,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2019-08-01,ph
8,Hindi Na Nga,This Band,140870,https://open.spotify.com/track/2RgD3eO4IIGF16rR8Ch8OV,2019-08-01,ph
9,Goodbyes (Feat. Young Thug),Post Malone,140493,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-08-01,ph
10,Pagtingin,Ben&Ben,134109,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2019-08-01,ph
11,Nobody Knows,Russ,130573,https://open.spotify.com/track/1pNAf6W7POwjOD8x8mWf8G,2019-08-01,ph
12,Kung 'Di Rin Lang Ikaw,December Avenue,129958,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2019-08-01,ph
13,Bagay Tayo,ALLMO$T,125001,https://open.spotify.com/track/2mwd0LWLBgtQBEOLG96nbU,2019-08-01,ph
14,'Di Na Babalik,This Band,123590,https://open.spotify.com/track/7hoP5NDUXEbmOawvEAsi8h,2019-08-01,ph
15,Maybe The Night,Ben&Ben,121679,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2019-08-01,ph
16,Malibu Nights,LANY,119106,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2019-08-01,ph
17,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,118912,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c,2019-08-01,ph
18,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,118557,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-01,ph
19,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,117287,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,2019-08-01,ph
20,Dahan,December Avenue,116277,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z,2019-08-01,ph
21,Never Really Over,Katy Perry,115932,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-08-01,ph
22,Talk (feat. Disclosure),Khalid,114934,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-08-01,ph
23,Bulong,December Avenue,114495,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2019-08-01,ph
24,Old Town Road - Remix,Lil Nas X,112020,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-01,ph
