Position,Track Name,Artist,Streams,URL,Date,Region
1,Versace on the Floor,Bruno Mars,323060,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-02-01,ph
2,Shape of You,Ed Sheeran,292489,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-01,ph
3,Say You Won't Let Go,James Arthur,259328,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-02-01,ph
4,Paris,The Chainsmokers,188459,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-02-01,ph
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,185709,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-02-01,ph
6,"How Far I'll Go - From ""Moana""",Alessia Cara,167423,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-02-01,ph
7,Don't Wanna Know,Maroon 5,154140,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-02-01,ph
8,Closer,The Chainsmokers,152807,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-02-01,ph
9,24K Magic,Bruno Mars,150618,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-02-01,ph
10,Bad Things (with Camila Cabello),Machine Gun Kelly,144355,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-02-01,ph
11,Starving,Hailee Steinfeld,143905,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-02-01,ph
12,All We Know,The Chainsmokers,135879,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-02-01,ph
13,Call On Me - Ryan Riback Extended Remix,Starley,127991,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-02-01,ph
14,That's What I Like,Bruno Mars,127664,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-02-01,ph
15,All Night,The Vamps,122707,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2017-02-01,ph
16,Perfect Strangers,Jonas Blue,119397,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017-02-01,ph
17,Sila,SUD,110131,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,2017-02-01,ph
18,Fresh Eyes,Andy Grammer,110004,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-02-01,ph
19,Just Hold On,Steve Aoki,108698,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-02-01,ph
20,Cold Water (feat. Justin Bieber & MØ),Major Lazer,106075,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-02-01,ph
21,Starboy,The Weeknd,105864,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-02-01,ph
22,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,105116,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-02-01,ph
23,Let Me Love You,DJ Snake,101858,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-02-01,ph
24,By Your Side,Jonas Blue,97506,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-02-01,ph
25,Side To Side,Ariana Grande,97132,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-02-01,ph
26,Lot to Learn,Luke Christopher,96569,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,2017-02-01,ph
27,Weak,AJR,95857,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-02-01,ph
28,Treat You Better,Shawn Mendes,94057,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-02-01,ph
29,Jumpshot,Dawin,93684,https://open.spotify.com/track/4izP2KMwrhAdZEtIyp8Z8w,2017-02-01,ph
30,In the Name of Love,Martin Garrix,93488,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-02-01,ph
31,Castle on the Hill,Ed Sheeran,87542,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017-02-01,ph
32,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,84010,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq,2017-02-01,ph
33,Shout Out to My Ex,Little Mix,83433,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,2017-02-01,ph
34,"i hate u, i love u (feat. olivia o'brien)",gnash,83144,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017-02-01,ph
35,Issues,Julia Michaels,83094,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017-02-01,ph
36,Middle,DJ Snake,80426,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,2017-02-01,ph
37,Pasensya Ka Na,Silent Sanctuary,79412,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7,2017-02-01,ph
38,Hanggang Kailan,Michael Pangilinan,79366,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic,2017-02-01,ph
39,YOUTH,Troye Sivan,77727,https://open.spotify.com/track/1cOyWWUr3oXJIxY0AjJEx9,2017-02-01,ph
